Description,sales,revenue,Country,sales_mix,comulative_sales,revenue_mix,comulative_revenue,sales_category,revenue_category,product_mix
Pink Paisley Tissues,432,108.0,Australia,0.02288256793262355,0.15445733354520896,0.0036912766587930794,0.752632512559739,A,A,A_A
Circus Parade Tissues,432,108.0,Australia,0.02288256793262355,0.1315747656125854,0.0036912766587930794,0.756323789218532,A,A,A_A
Tea Cosy Blue Stripe,50,105.0,Australia,0.0026484453625721703,0.8406695269876578,0.0035887411960488272,0.7599125304145808,B,A,B_A
Playing Cards Vintage Doily,100,104.0,Australia,0.005296890725144341,0.678319826261984,0.00355456270846741,0.7634670931230483,A,A,A_A
Cocktail Parasol Straws,288,103.68,Australia,0.0152550452884157,0.22183378356904498,0.0035436255924413563,0.7670107187154896,A,A,A_A
Baking Spaceboy,24,102.0,Australia,0.0012712537740346417,0.9164680332644732,0.003486205733304575,0.7704969244487943,B,A,B_A
Paper Chain Kit Retrospot,40,102.0,Australia,0.002118756290057736,0.8950685947348903,0.003486205733304575,0.7739831301820989,B,A,B_A
Cake Cases Vintage Christmas,240,100.8,Australia,0.012712537740346417,0.36823984321203457,0.0034451915482068742,0.7774283217303057,A,A,A_A
Pink Diner Wall Clock,12,91.8,Australia,0.0006356268870173208,0.9753694581280776,0.0031375851599741173,0.7805659068902798,C,A,C_A
Cake Stand White Two Tier Lace,12,91.8,Australia,0.0006356268870173208,0.9702844430319388,0.0031375851599741173,0.7837034920502539,C,A,C_A
Mini Jigsaw Bake A Cake,240,86.39999999999999,Australia,0.012712537740346417,0.3046771545103025,0.0029530213270344634,0.7866565133772884,A,A,A_A
Mini Jigsaw Dolly Girl,240,86.39999999999999,Australia,0.012712537740346417,0.3173896922506489,0.0029530213270344634,0.7896095347043228,A,A,A_A
Mini Jigsaw Leap Frog,240,86.39999999999999,Australia,0.012712537740346417,0.34281476773134173,0.0029530213270344634,0.7925625560313573,A,A,A_A
Vintage Seaside Jigsaw Puzzles,24,81.36,Australia,0.0012712537740346417,0.941893108745165,0.00278076174962412,0.7953433177809814,B,A,B_A
Pink Honeycomb Paper Ball,48,81.12,Australia,0.0025425075480692834,0.8763176015678793,0.0027725589126045796,0.798115876693586,B,A,B_A
Doormat Spotty Home Sweet Home,12,79.4,Australia,0.0006356268870173208,0.9683775623708868,0.002713771913964542,0.8008296486075505,C,B,C_B
Easter Tin Bunny Bouquet,48,79.19999999999999,Australia,0.0025425075480692834,0.855977541183325,0.002706936216448258,0.8035365848239987,B,B,B_B
Wrap Wedding Day,225,78.5,Australia,0.011918004131574766,0.38015784734360936,0.002683011275141266,0.80621959609914,A,B,A_B
Blue Polkadot Bowl,72,76.32000000000001,Australia,0.003813761322103925,0.8023200381376131,0.002608502172213776,0.8088280982713537,B,B,B_B
Large Fruit Straws,144,76.32000000000001,Australia,0.00762752264420785,0.5683563748079877,0.002608502172213776,0.8114366004435675,A,B,A_B
Floral Folk Stationery,60,75.0,Australia,0.0031781344350866043,0.8241432279252076,0.0025633865686063052,0.8139999870121738,B,B,B_B
Black/Blue Polkadot Umbrella,12,71.4,Australia,0.0006356268870173208,0.961385666613696,0.0024403440133132026,0.816440331025487,C,B,C_B
Cushion Cover Pink Union Jack,12,71.4,Australia,0.0006356268870173208,0.9690131892579041,0.0024403440133132026,0.8188806750388001,C,B,C_B
Ivory Giant Garden Thermometer,12,71.4,Australia,0.0006356268870173208,0.9804544732242164,0.0024403440133132026,0.8213210190521133,C,B,C_B
Biscuit Tin Vintage Red,12,71.4,Australia,0.0006356268870173208,0.9601144128396613,0.0024403440133132026,0.8237613630654265,C,B,C_B
Regency Tea Plate Roses,48,69.6,Australia,0.0025425075480692834,0.8636050638275329,0.002378822735666651,0.8261401858010932,B,B,B_B
Pink Spotty Cup,96,69.12,Australia,0.005085015096138567,0.7300704486466444,0.002362417061627571,0.8285026028627207,A,B,A_B
Red Love Heart Shape Cup,96,69.12,Australia,0.005085015096138567,0.7809205996080301,0.002362417061627571,0.8308650199243482,A,B,A_B
Blue Vintage Spot Beaker,96,69.12,Australia,0.005085015096138567,0.7097303882620901,0.002362417061627571,0.8332274369859758,A,B,A_B
Blue Spotty Cup,96,69.12,Australia,0.005085015096138567,0.7554955241273372,0.002362417061627571,0.8355898540476033,A,B,A_B
Red Vintage Spot Beaker,96,69.12,Australia,0.005085015096138567,0.7199004184543673,0.002362417061627571,0.8379522711092309,A,B,A_B
Green Vintage Spot Beaker,96,69.12,Australia,0.005085015096138567,0.7504105090311987,0.002362417061627571,0.8403146881708584,A,B,A_B
Wrap Alphabet,200,68.0,Australia,0.010593781450288681,0.4233804756607871,0.0023241371555363832,0.8426388253263948,A,B,A_B
Vintage Caravan Gift Wrap,200,68.0,Australia,0.010593781450288681,0.4021929127602098,0.0023241371555363832,0.8449629624819311,A,B,A_B
Wrap Alphabet Poster,200,68.0,Australia,0.010593781450288681,0.41278669421049846,0.0023241371555363832,0.8472870996374675,A,B,A_B
Wrap Red Vintage Doily,200,68.0,Australia,0.010593781450288681,0.47634938291223045,0.0023241371555363832,0.8496112367930039,A,B,A_B
Toybox Wrap,200,68.0,Australia,0.010593781450288681,0.4339742571110758,0.0023241371555363832,0.8519353739485402,A,B,A_B
Wrap Dolly Girl,200,68.0,Australia,0.010593781450288681,0.4551618200116531,0.0023241371555363832,0.8542595111040766,A,B,A_B
Wrap Poppies,200,68.0,Australia,0.010593781450288681,0.4657556014619418,0.0023241371555363832,0.856583648259613,A,B,A_B
Doormat Welcome To Our Home,10,67.5,Australia,0.000529689072514434,0.9854335505058518,0.0023070479117456746,0.8588906961713586,C,B,C_B
Doormat Union Flag,10,67.5,Australia,0.000529689072514434,0.9859632395783662,0.0023070479117456746,0.8611977440831042,C,B,C_B
Childs Garden Spade Pink,36,66.60000000000001,Australia,0.0019068806610519624,0.90460299804015,0.002276287272922399,0.8634740313560266,B,B,B_B
Herb Marker Mint,120,66.0,Australia,0.006356268870173209,0.6120027543831771,0.0022557801803735483,0.8657298115364002,A,B,A_B
Herb Marker Parsley,120,66.0,Australia,0.006356268870173209,0.6437840987340429,0.0022557801803735483,0.8679855917167737,A,B,A_B
Airline Bag Vintage Jet Red,12,65.4,Australia,0.0006356268870173208,0.963292547274748,0.0022352730878246983,0.8702208648045984,C,B,C_B
Noel Wooden Block Letters,12,65.4,Australia,0.0006356268870173208,0.9766407119021123,0.0022352730878246983,0.872456137892423,C,B,C_B
Spaceboy Cake Cases,144,63.599999999999994,Australia,0.00762752264420785,0.5988664653848191,0.0021737518101781466,0.8746298897026011,A,B,A_B
Milk Bottle With Glass Stopper,9,62.55,Australia,0.0004767201652629906,0.9869696488161436,0.0021378643982176582,0.8767677541008188,C,B,C_B
Skull Paper Plates,96,61.44,Australia,0.005085015096138567,0.735155463742783,0.002099926277002285,0.878867680377821,A,B,A_B
Ceramic Strawberry Trinket Tray,24,61.2,Australia,0.0012712537740346417,0.9329943323269229,0.0020917234399827453,0.8809594038178038,B,B,B_B
Pink Regency Teacup And Saucer,24,61.2,Australia,0.0012712537740346417,0.9228243021346462,0.0020917234399827453,0.8830511272577866,B,B,B_B
Hanging Mini Coloured Bottles,96,60.48,Australia,0.005085015096138567,0.7453254939350601,0.0020671149289241244,0.8851182421867106,A,B,A_B
Hanging Clear Mini Bottle,96,60.48,Australia,0.005085015096138567,0.7402404788389215,0.0020671149289241244,0.8871853571156347,A,B,A_B
Classic Chrome Bicycle Bell,48,60.0,Australia,0.0025425075480692834,0.8610625562794636,0.002050709254885044,0.8892360663705198,B,B,B_B
Set/10 Blue Spotty Party Candles,48,60.0,Australia,0.0025425075480692834,0.8458075109910479,0.002050709254885044,0.8912867756254048,B,B,B_B
Sewing Box Retrospot,4,59.8,Australia,0.00021187562900577361,0.9978812437099414,0.0020438735573687604,0.8933306491827736,C,B,C_B
Retrospot Tea Ceramic,12,59.400000000000006,Australia,0.0006356268870173208,0.9658350548228174,0.002030202162336194,0.8953608513451098,C,B,C_B
Gardeners Kneeling Pad Keep Calm,36,59.400000000000006,Australia,0.0019068806610519624,0.8969754753959422,0.002030202162336194,0.897391053507446,B,B,B_B
Gardeners Kneeling Pad Cup Tea,36,59.400000000000006,Australia,0.0019068806610519624,0.8988823560569942,0.002030202162336194,0.8994212556697821,B,B,B_B
Paper Chain Kit S Christmas,20,59.0,Australia,0.001059378145028868,0.95566502463054,0.0020165307673036268,0.9014377864370858,C,B,C_B
Black Flying Ducks,12,55.8,Australia,0.0006356268870173208,0.9607500397266786,0.001907159607043091,0.903344946044129,C,B,C_B
Retrospot Paper Doilies,36,52.199999999999996,Australia,0.0019068806610519624,0.9065098787012019,0.0017841170517499882,0.9051290630958789,B,B,B_B
Card Dolly Girl,144,51.84,Australia,0.00762752264420785,0.553101329519572,0.0017718127962206781,0.9069008758920996,A,B,A_B
Black Baroque Cuckoo Clock,6,51.0,Australia,0.0003178134435086604,0.9894591874569614,0.0017431028666522875,0.9086439787587518,C,B,C_B
Glass Etched T-Light Holder Large,24,50.400000000000006,Australia,0.0012712537740346417,0.9482493776153379,0.0017225957741034373,0.9103665745328552,B,B,B_B
Red Retrospot Shopper Bag,40,50.0,Australia,0.002118756290057736,0.8908310821547748,0.00170892437907087,0.9120754989119261,B,B,B_B
Spice Tins Pantry,12,47.400000000000006,Australia,0.0006356268870173208,0.9639281741617653,0.001620060311359185,0.9136955592232853,C,B,C_B
Revolver Wooden Ruler,24,46.8,Australia,0.0012712537740346417,0.9342655861009574,0.0015995532188103343,0.9152951124420956,B,B,B_B
Set/3 Russian Doll Stacking Tins,9,44.55,Australia,0.0004767201652629906,0.9874463689814066,0.001522651621752145,0.9168177640638477,C,B,C_B
Bottle Top Magnets,120,43.2,Australia,0.006356268870173209,0.6374278298638697,0.001476510663517232,0.918294274727365,A,B,A_B
Heart Shape Petit Four Cases,26,42.9,Australia,0.0013771915885375284,0.9112770803538319,0.0014662571172428065,0.9197605318446078,B,B,B_B
Glass Apothecary Bottle Tonic,12,41.400000000000006,Australia,0.0006356268870173208,0.9734625774670256,0.0014149893858706806,0.9211755212304785,C,B,C_B
Colour Spaceboy Pen,48,40.8,Australia,0.0025425075480692834,0.8585200487313943,0.00139448229332183,0.9225700035238004,B,B,B_B
Small Ceramic Top Storage Jar,49,40.67,Australia,0.0025954764553207266,0.8432650034429786,0.0013900390899362458,0.9239600426137367,B,B,B_B
Squarecushion Cover Pink Union Flag,6,40.5,Australia,0.0003178134435086604,0.98977700090047,0.0013842287470474048,0.925344271360784,C,B,C_B
White Heart Confetti In Tube,24,39.6,Australia,0.0012712537740346417,0.9457068700672687,0.0013534681082241291,0.9266977394690081,B,B,B_B
Cabin Bag Vintage Paisley,3,38.25,Australia,0.0001589067217543302,0.9984639016897073,0.0013073271499892155,0.9280050666189974,C,B,C_B
Red Charlie+Lola Personal Doorsign,96,36.48,Australia,0.005085015096138567,0.7758355845118915,0.0012468312269701067,0.9292518978459675,A,B,A_B
Fawn Blue Hot Water Bottle,12,35.400000000000006,Australia,0.0006356268870173208,0.9747338312410603,0.0012099184603821763,0.9304618163063497,C,B,C_B
Fairy Cake Baking Cases,42,34.86,Australia,0.002224694104560623,0.888712325864717,0.0011914620770882107,0.9316532783834379,B,B,B_B
Green Paper Doilies,24,34.8,Australia,0.0012712537740346417,0.9266380634567499,0.0011894113678333255,0.9328426897512713,B,B,B_B
Lunch Bag Suki,20,33.0,Australia,0.001059378145028868,0.9503681339053957,0.0011278900901867742,0.933970579841458,C,B,C_B
Lunch Bag Red Retrospot,20,33.0,Australia,0.001059378145028868,0.9535462683404823,0.0011278900901867742,0.9350984699316448,C,B,C_B
Doormat Home Sweet Home Blue,4,33.0,Australia,0.00021187562900577361,0.9976693680809355,0.0011278900901867742,0.9362263600218316,C,B,C_B
Lunch Bag Woodland,20,33.0,Australia,0.001059378145028868,0.9493087557603668,0.0011278900901867742,0.9373542501120183,B,B,B_B
Magnets Vintage Collage,84,32.76,Australia,0.004449388209121246,0.7853699878171513,0.001119687253167234,0.9384739373651856,A,B,A_B
Magnets Vintage Labels,84,32.76,Australia,0.004449388209121246,0.7942687642353937,0.001119687253167234,0.9395936246183528,A,B,A_B
Hanging Jam Jar T-Light Holder,36,30.6,Australia,0.0019068806610519624,0.902696117379098,0.0010458617199913727,0.9406394863383442,B,B,B_B
Vintage Notelets Kit,12,30.6,Australia,0.0006356268870173208,0.9810901001112338,0.0010458617199913727,0.9416853480583355,C,B,C_B
Tea Time Baking Cases,24,30.0,Australia,0.0012712537740346417,0.920281794586577,0.001025354627442522,0.9427107026857781,B,B,B_B
Pottering Mug,24,30.0,Australia,0.0012712537740346417,0.9279093172307845,0.001025354627442522,0.9437360573132206,B,B,B_B
Carrot Charlie+Lola Coaster,24,30.0,Australia,0.0012712537740346417,0.9368080936490266,0.001025354627442522,0.9447614119406632,B,B,B_B
Folkart Star Christmas Decorations,24,30.0,Australia,0.0012712537740346417,0.935536839874992,0.001025354627442522,0.9457867665681058,B,B,B_B
Vintage Heads And Tails Card Game,24,30.0,Australia,0.0012712537740346417,0.9406218549711304,0.001025354627442522,0.9468121211955484,B,B,B_B
Party Cones Candy,24,30.0,Australia,0.0012712537740346417,0.9240955559086808,0.001025354627442522,0.9478374758229909,B,B,B_B
Heart Shaped Balloons,24,30.0,Australia,0.0012712537740346417,0.9253668096827153,0.001025354627442522,0.9488628304504335,B,B,B_B
Cake Tins Pantry,6,29.700000000000003,Australia,0.0003178134435086604,0.9916838815615221,0.001015101081168097,0.9498779315316016,C,B,C_B
Red Baby Bunting,10,29.5,Australia,0.000529689072514434,0.9849038614333374,0.0010082653836518134,0.9508861969152534,C,C,C_C
Motoring Tissue Box,72,28.08,Australia,0.003813761322103925,0.8099475607818208,0.0009597319312862006,0.9518459288465396,B,C,B_C
Jigsaw Toadstools,16,26.4,Australia,0.0008475025160230945,0.9565125271465631,0.0009023120721494194,0.952748240918689,C,C,C_C
Woodland Party Bag + Sticker,16,26.4,Australia,0.0008475025160230945,0.9582075321786092,0.0009023120721494194,0.9536505529908385,C,C,C_C
Card Christmas Village,72,25.92,Australia,0.003813761322103925,0.8137613221039247,0.0008859063981103391,0.9545364593889488,B,C,B_C
Vintage Caravan Greeting Card,72,25.92,Australia,0.003813761322103925,0.8175750834260286,0.0008859063981103391,0.9554223657870592,B,C,B_C
Blue Tv Tray Table,6,25.5,Australia,0.0003178134435086604,0.9920016950050308,0.0008715514333261438,0.9562939172203854,C,C,C_C
Man Flu Metal Sign,12,25.200000000000003,Australia,0.0006356268870173208,0.9817257269982511,0.0008612978870517187,0.9571552151074371,C,C,C_C
Chocolate This Way Metal Sign,12,25.200000000000003,Australia,0.0006356268870173208,0.9645638010487827,0.0008612978870517187,0.9580165129944888,C,C,C_C
Red Spotty Candy Bag,20,25.0,Australia,0.001059378145028868,0.9514275120504245,0.000854462189535435,0.9588709751840242,C,C,C_C
Rustic Strawberry Jam Pot Large,12,24.96,Australia,0.0006356268870173208,0.9677419354838694,0.0008530950500321784,0.9597240702340564,C,C,C_C
Knick Knack Tins Doily,6,24.9,Australia,0.0003178134435086604,0.9935907622225741,0.0008510443407772932,0.9605751145748337,C,C,C_C
Jumbo Bag Apples,10,20.8,Australia,0.000529689072514434,0.9827851051432799,0.000710912541693482,0.9612860271165272,C,C,C_C
Multi Colour Silver T-Light Holder,24,20.4,Australia,0.0012712537740346417,0.9431643625191996,0.000697241146660915,0.9619832682631881,B,C,B_C
Boys Vintage Tin Seaside Bucket,8,20.4,Australia,0.00042375125801154723,0.9878701202394181,0.000697241146660915,0.9626805094098491,C,C,C_C
Skulls Stickers,24,20.4,Australia,0.0012712537740346417,0.9317230785528883,0.000697241146660915,0.96337775055651,B,C,B_C
Cake Shop Sticker Sheet,24,20.4,Australia,0.0012712537740346417,0.9190105408125424,0.000697241146660915,0.9640749917031709,B,C,B_C
Paisley Pattern Stickers,24,20.4,Australia,0.0012712537740346417,0.9151967794904386,0.000697241146660915,0.9647722328498318,B,C,B_C
Felt Egg Cosy Chicken,24,20.4,Australia,0.0012712537740346417,0.9215530483606116,0.000697241146660915,0.9654694739964927,B,C,B_C
Mini Loaf Baking Cases,24,19.92,Australia,0.0012712537740346417,0.9444356162932341,0.0006808354726218348,0.9661503094691146,B,C,B_C
Vintage Union Jack Memoboard,2,19.9,Australia,0.00010593781450288681,0.9994173420202332,0.0006801519028702063,0.9668304613719848,C,C,C_C
Rustic Strawberry Jam Pot Small,12,19.8,Australia,0.0006356268870173208,0.9620212935007133,0.0006767340541120646,0.9675071954260969,C,C,C_C
Black Enchanted Forest Placemat,12,19.8,Australia,0.0006356268870173208,0.9588431590656266,0.0006767340541120646,0.9681839294802089,C,C,C_C
No Junk Mail Metal Sign,48,18.72,Australia,0.0025425075480692834,0.8686900789236714,0.0006398212875241337,0.9688237507677331,B,C,B_C
Folkart Crown Table Decorations,48,18.24,Australia,0.0025425075480692834,0.8483500185391172,0.0006234156134850533,0.9694471663812181,B,C,B_C
Toadstool Bedside Light,2,17.9,Australia,0.00010593781450288681,0.9992054663912275,0.0006117949277073715,0.9700589613089254,C,C,C_C
Charlie + Lola Red Hot Water,6,17.700000000000003,Australia,0.0003178134435086604,0.9913660681180134,0.0006049592301910882,0.9706639205391165,C,C,C_C
Silk Purse Babushka Blue,6,17.700000000000003,Australia,0.0003178134435086604,0.9907304412309961,0.0006049592301910882,0.9712688797693076,C,C,C_C
Roses Regency Teacup And Saucer,6,17.700000000000003,Australia,0.0003178134435086604,0.9910482546745047,0.0006049592301910882,0.9718738389994988,C,C,C_C
Song Bird Paper Eggs,6,17.700000000000003,Australia,0.0003178134435086604,0.9961332697706435,0.0006049592301910882,0.9724787982296899,C,C,C_C
Flying Pig Watering Can,6,17.700000000000003,Australia,0.0003178134435086604,0.9942263891095915,0.0006049592301910882,0.973083757459881,C,C,C_C
Pink Owl Soft Toy,6,17.700000000000003,Australia,0.0003178134435086604,0.9948620159966088,0.0006049592301910882,0.9736887166900721,C,C,C_C
Home Sweet Home Metal Sign,6,17.700000000000003,Australia,0.0003178134435086604,0.9932729487790655,0.0006049592301910882,0.9742936759202632,C,C,C_C
