antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
BLUE  SPOTTY CUP + RED SPOTTY BOWL,RED SPOTTY CUP,0.0215633423180593,0.06064690026954178,0.02021563342318059,0.9374999999999999,15.45833333333333,1.0,0.018907883552139258,15.029649595687305,0.9559228650137741,0.3260869565217391,0.9334648493543758,0.6354166666666666
BLUE STRIPE CERAMIC DRAWER KNOB + RED SPOT CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB,0.0215633423180593,0.05256064690026954,0.02021563342318059,0.9374999999999999,17.83653846153846,1.0,0.019082250201611438,15.159029649595661,0.9647382920110193,0.37499999999999994,0.9340327169274536,0.6610576923076923
CHILDS BREAKFAST SET CIRCUS PARADE + ROUND SNACK BOXES SET OF4 WOODLAND ,ROUND SNACK BOXES SET OF 4 FRUITS ,0.0215633423180593,0.1752021563342318,0.02021563342318059,0.9374999999999999,5.350961538461537,1.0,0.01643768935128341,13.196765498652267,0.8310376492194675,0.11450381679389313,0.9242238562091504,0.5264423076923076
COFFEE MUG PEARS  DESIGN,COFFEE MUG APPLES DESIGN,0.03369272237196765,0.0673854447439353,0.03099730458221024,0.92,13.652800000000001,1.0,0.02872690550054126,11.657681940700815,0.9590685828633799,0.4423076923076924,0.9142196531791908,0.6900000000000001
PINK  SPOTTY PLATE ,PINK  SPOTTY CUP,0.02830188679245283,0.03504043126684636,0.025606469002695417,0.9047619047619047,25.820512820512818,1.0,0.024614758683822405,10.132075471698101,0.9892692897291773,0.6785714285714287,0.9013035381750465,0.8177655677655677
BLUE SPOTTY BOWL + RED SPOTTY CUP,RED SPOTTY BOWL,0.025606469002695417,0.04177897574123989,0.022911051212938006,0.8947368421052632,21.41595925297114,1.0,0.02184123916565558,9.103099730458222,0.9783581482385485,0.5151515151515151,0.8901473092012733,0.7215619694397284
CHARLOTTE BAG SUKI DESIGN + ROUND SNACK BOXES SET OF4 WOODLAND ,WOODLAND CHARLOTTE BAG,0.025606469002695417,0.1752021563342318,0.022911051212938006,0.8947368421052632,5.106882591093117,1.0,0.018424742627560102,7.835579514824798,0.8253193393539988,0.12878787878787878,0.8723770209838323,0.512753036437247
JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.025606469002695417,0.07142857142857142,0.022911051212938006,0.8947368421052632,12.526315789473685,1.0,0.021082017712745475,8.821428571428573,0.9443495240419819,0.3090909090909091,0.8866396761133604,0.6077457795431976
SPACEBOY CHILDRENS BOWL,SPACEBOY CHILDRENS CUP,0.025606469002695417,0.026954177897574125,0.022911051212938006,0.8947368421052632,33.194736842105264,1.0,0.022220849892110636,9.243935309973047,0.9953624603368318,0.7727272727272727,0.8918209651552704,0.8723684210526316
PINK SPOTTY BOWL,PINK  SPOTTY CUP,0.025606469002695417,0.03504043126684636,0.022911051212938006,0.8947368421052632,25.534412955465587,1.0,0.022013789495862426,9.167115902964959,0.9860873810104955,0.6071428571428571,0.8909144369303147,0.7742914979757085
RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,0.04851752021563342,0.1752021563342318,0.0431266846361186,0.888888888888889,5.073504273504274,1.0,0.03462631047434994,7.423180592991917,0.8438385269121812,0.23880597014925373,0.8652868554829342,0.5675213675213675
BLUE  SPOTTY CUP + PINK  SPOTTY CUP,RED SPOTTY CUP,0.02425876010781671,0.06064690026954178,0.0215633423180593,0.888888888888889,14.65679012345679,1.0,0.020092123713137802,8.454177897574128,0.9549378453038674,0.3404255319148936,0.8817152877411127,0.6222222222222222
ROUND SNACK BOXES SET OF4 WOODLAND  + SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES,0.02425876010781671,0.06064690026954178,0.0215633423180593,0.888888888888889,14.65679012345679,1.0,0.020092123713137802,8.454177897574128,0.9549378453038674,0.3404255319148936,0.8817152877411127,0.6222222222222222
ROUND SNACK BOXES SET OF4 WOODLAND  + SET/6 RED SPOTTY PAPER PLATES,SET/6 RED SPOTTY PAPER CUPS,0.02425876010781671,0.05929919137466307,0.0215633423180593,0.888888888888889,14.989898989898991,1.0,0.020124817459913836,8.466307277628037,0.9564917127071824,0.3478260869565218,0.8818847500795925,0.6262626262626263
LUNCH BOX WITH CUTLERY RETROSPOT  + ROUND SNACK BOXES SET OF4 WOODLAND ,ROUND SNACK BOXES SET OF 4 FRUITS ,0.03638814016172507,0.1752021563342318,0.03234501347708895,0.8888888888888888,5.073504273504273,1.0,0.025969732855762456,7.42318059299191,0.8332167832167832,0.1804511278195489,0.8652868554829338,0.5367521367521367
SWEETHEART CERAMIC TRINKET BOX,STRAWBERRY CERAMIC TRINKET BOX,0.03504043126684636,0.06873315363881402,0.03099730458221024,0.8846153846153846,12.870286576168928,1.0,0.02858886523637579,8.070979335130275,0.9557930531940735,0.4259259259259259,0.8760992986752755,0.6677978883861236
BLUE  SPOTTY PLATE ,RED SPOTTY CUP,0.022911051212938006,0.06064690026954178,0.02021563342318059,0.8823529411764706,14.549019607843137,1.0,0.018826149185199176,7.9845013477088935,0.953103448275862,0.3191489361702128,0.8747573634905899,0.6078431372549019
ROUND SNACK BOXES SET OF 4 FRUITS  + WOODLAND DESIGN  COTTON TOTE BAG,ROUND SNACK BOXES SET OF4 WOODLAND ,0.022911051212938006,0.2722371967654987,0.02021563342318059,0.8823529411764706,3.2411182294700054,1.0,0.01397839306601957,6.18598382749326,0.7076781609195402,0.07352941176470587,0.8383442265795207,0.4783051834595224
BLUE  SPOTTY PLATE ,PINK  SPOTTY CUP,0.022911051212938006,0.03504043126684636,0.02021563342318059,0.8823529411764706,25.18099547511312,1.0,0.01941282030790244,8.202156334231804,0.9828045977011495,0.5357142857142857,0.8780808412750575,0.7296380090497737
PINK  SPOTTY CUP + PINK SPOTTY BOWL,BLUE  SPOTTY CUP,0.022911051212938006,0.03773584905660377,0.02021563342318059,0.8823529411764706,23.38235294117647,1.0,0.019351065452881046,8.179245283018867,0.9796781609195403,0.4999999999999999,0.8777393310265282,0.7090336134453781
PLASTERS IN TIN STRONGMAN + PLASTERS IN TIN WOODLAND ANIMALS + ROUND SNACK BOXES SET OF4 WOODLAND ,PLASTERS IN TIN CIRCUS PARADE ,0.022911051212938006,0.12129380053908356,0.02021563342318059,0.8823529411764706,7.2745098039215685,1.0,0.01743666494721776,7.469002695417788,0.8827586206896552,0.1630434782608695,0.866113316492241,0.5245098039215687
ROUND SNACK BOXES SET OF 4 FRUITS  + SPACEBOY LUNCH BOX ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03099730458221024,0.2722371967654987,0.026954177897574125,0.8695652173913044,3.1941455015066724,1.0,0.01851555859082686,5.579514824797847,0.7089012517385257,0.0975609756097561,0.8207729468599035,0.4842875591907017
BLUE SPOTTY BOWL,RED SPOTTY BOWL,0.03099730458221024,0.04177897574123989,0.026954177897574125,0.8695652173913044,20.813464235624124,1.0,0.025659142261390138,7.346361185983833,0.9824061196105702,0.5882352941176472,0.8638781874885343,0.7573632538569426
GUMBALL COAT RACK + ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.029649595687331536,0.2722371967654987,0.025606469002695417,0.8636363636363636,3.172367236723672,1.0,0.017534746187545858,5.336927223719677,0.7057017543859647,0.09268292682926828,0.8126262626262625,0.47884788478847884
LUNCH BOX WITH CUTLERY RETROSPOT  + ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03773584905660377,0.2722371967654987,0.03234501347708895,0.8571428571428572,3.1485148514851486,1.0,0.022071911712353152,5.094339622641512,0.7091503267973857,0.11650485436893204,0.8037037037037038,0.487977369165488
PLASTERS IN TIN CIRCUS PARADE  + RED TOADSTOOL LED NIGHT LIGHT,ROUND SNACK BOXES SET OF4 WOODLAND ,0.02830188679245283,0.2722371967654987,0.02425876010781671,0.8571428571428571,3.148514851485148,1.0,0.01655393378426486,5.094339622641508,0.7022653721682848,0.08780487804878047,0.8037037037037035,0.4731258840169731
SPACEBOY CHILDRENS CUP,SPACEBOY CHILDRENS BOWL,0.026954177897574125,0.025606469002695417,0.022911051212938006,0.85,33.194736842105264,1.0,0.022220849892110636,6.495956873315364,0.9967410787029494,0.7727272727272727,0.846058091286307,0.8723684210526316
PLASTERS IN TIN CIRCUS PARADE  + PLASTERS IN TIN WOODLAND ANIMALS + ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.026954177897574125,0.2722371967654987,0.022911051212938006,0.85,3.1222772277227717,1.0,0.015573121380983863,4.851752021563342,0.6985497800228124,0.08292682926829267,0.7938888888888888,0.46707920792079205
BLUE SPOTTY BOWL + RED SPOTTY BOWL,RED SPOTTY CUP,0.026954177897574125,0.06064690026954178,0.022911051212938006,0.85,14.015555555555554,1.0,0.02127636387413634,6.262353998203054,0.9543751018412905,0.35416666666666663,0.8403156384505022,0.6138888888888889
PINK SPOTTY BOWL,PINK  SPOTTY CUP + PINK  SPOTTY PLATE ,0.025606469002695417,0.025606469002695417,0.0215633423180593,0.8421052631578948,32.88642659279779,1.0,0.0209076510632733,6.171159029649599,0.9950726141078838,0.7272727272727274,0.8379558855645338,0.8421052631578948
CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,0.05121293800539083,0.1752021563342318,0.0431266846361186,0.8421052631578948,4.806477732793523,1.0,0.03415406746536279,5.223719676549867,0.8346946022727273,0.23529411764705882,0.8085655314757484,0.5441295546558704
PINK  SPOTTY CUP + PINK  SPOTTY PLATE ,PINK SPOTTY BOWL,0.025606469002695417,0.025606469002695417,0.0215633423180593,0.8421052631578948,32.88642659279779,1.0,0.0209076510632733,6.171159029649599,0.9950726141078838,0.7272727272727274,0.8379558855645338,0.8421052631578948
JUMBO BAG WOODLAND ANIMALS + ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.025606469002695417,0.2722371967654987,0.0215633423180593,0.8421052631578948,3.0932777488275143,1.0,0.014592308977702865,4.609164420485177,0.6945020746887967,0.07804878048780486,0.7830409356725145,0.460656591974987
BIG DOUGHNUT FRIDGE MAGNETS + WOODLAND CHARLOTTE BAG,SAVE THE PLANET COTTON TOTE BAG,0.025606469002695417,0.0646900269541779,0.0215633423180593,0.8421052631578948,13.017543859649123,1.0,0.01990685914807361,5.923629829290209,0.9474412171507607,0.3137254901960784,0.8311845897163659,0.5877192982456141
PINK SPOTTY BOWL,PINK  SPOTTY PLATE ,0.025606469002695417,0.02830188679245283,0.0215633423180593,0.8421052631578948,29.75438596491228,1.0,0.020838630931190563,6.154088050314468,0.9917876901798064,0.6666666666666669,0.8375063873275422,0.8020050125313284
SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES,0.05929919137466307,0.06064690026954178,0.04986522911051213,0.8409090909090909,13.865656565656566,1.0,0.04626891696514847,5.904505198305738,0.986370324479207,0.7115384615384616,0.8306377983565932,0.8315656565656566
ROUND SNACK BOXES SET OF 4 FRUITS  + WOODLAND CHARLOTTE BAG,ROUND SNACK BOXES SET OF4 WOODLAND ,0.05660377358490566,0.2722371967654987,0.04716981132075472,0.8333333333333334,3.061056105610561,1.0,0.03176015867365102,4.366576819407009,0.7137142857142856,0.16746411483253587,0.7709876543209876,0.5033003300330033
BLUE  SPOTTY CUP + PINK  SPOTTY CUP,PINK SPOTTY BOWL,0.02425876010781671,0.025606469002695417,0.02021563342318059,0.8333333333333333,32.54385964912281,1.0,0.01959445223443596,5.846361185983826,0.9933701657458562,0.6818181818181819,0.8289534347625633,0.8114035087719298
SAVE THE PLANET COTTON TOTE BAG + STRAWBERRY CERAMIC TRINKET BOX,BIG DOUGHNUT FRIDGE MAGNETS,0.02425876010781671,0.06199460916442048,0.02021563342318059,0.8333333333333333,13.442028985507246,1.0,0.01871172107148306,5.628032345013475,0.9486187845303867,0.30612244897959173,0.8223180076628351,0.5797101449275361
BLUE STRIPE CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB,0.03908355795148248,0.05256064690026954,0.03234501347708895,0.8275862068965517,15.745358090185675,1.0,0.030290756387994857,5.495148247978436,0.974579242636746,0.5454545454545455,0.8180212880757345,0.7214854111405835
RED SPOTTY PLATE ,RED SPOTTY CUP,0.03908355795148248,0.06064690026954178,0.03234501347708895,0.8275862068965517,13.645977011494253,1.0,0.029974716835826535,5.448247978436657,0.9644109396914444,0.48,0.8164547568396576,0.6804597701149425
PLASTERS IN TIN SPACEBOY + PLASTERS IN TIN STRONGMAN,PLASTERS IN TIN WOODLAND ANIMALS,0.03099730458221024,0.13881401617250674,0.025606469002695417,0.8260869565217391,5.951034191642043,1.0,0.021303608663116366,4.951819407008086,0.8585755069175024,0.1775700934579439,0.798054024630877,0.5052764879696074
BLUE SPOTTY BOWL,RED SPOTTY CUP,0.03099730458221024,0.06064690026954178,0.025606469002695417,0.8260869565217391,13.621256038647342,1.0,0.023726578563073503,5.401280323450135,0.9562257521411318,0.3877551020408163,0.814858711246959,0.6241545893719807
SET/6 RED SPOTTY PAPER PLATES,SET/6 RED SPOTTY PAPER CUPS,0.06064690026954178,0.05929919137466307,0.04986522911051213,0.8222222222222222,13.865656565656565,1.0,0.04626891696514847,5.291442048517519,0.9877854899375702,0.7115384615384616,0.811015600127348,0.8315656565656566
PLASTERS IN TIN WOODLAND ANIMALS + ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.0444743935309973,0.2722371967654987,0.03638814016172507,0.8181818181818182,3.0054005400540054,1.0,0.024280555939000734,4.0026954177897585,0.6983231468421877,0.12980769230769232,0.75016835016835,0.47592259225922595
PLASTERS IN TIN CIRCUS PARADE  + ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.05121293800539083,0.2722371967654987,0.04177897574123989,0.8157894736842105,2.9966128191766543,1.0,0.02783690906052702,3.950712360415864,0.7022543988269795,0.14832535885167464,0.7468810916179336,0.484627410109432
RED SPOT CERAMIC DRAWER KNOB + ROUND SNACK BOXES SET OF4 WOODLAND ,RED STRIPE CERAMIC DRAWER KNOB,0.02830188679245283,0.05256064690026954,0.022911051212938006,0.8095238095238095,15.401709401709402,1.0,0.02142348573462849,4.974056603773585,0.9623072529982866,0.39534883720930236,0.7989568515884305,0.6227106227106227
CHILDRENS CUTLERY SPACEBOY ,CHILDRENS CUTLERY DOLLY GIRL ,0.02830188679245283,0.029649595687331536,0.022911051212938006,0.8095238095238095,27.303030303030305,1.0,0.022071911712353152,5.09433962264151,0.9914334665905197,0.6538461538461539,0.8037037037037037,0.7911255411255411
ROUND SNACK BOXES SET OF 4 FRUITS  + WOODLAND PARTY BAG + STICKER SET,ROUND SNACK BOXES SET OF4 WOODLAND ,0.02830188679245283,0.2722371967654987,0.022911051212938006,0.8095238095238095,2.9735973597359733,1.0,0.015206224889386156,3.8207547169811322,0.6830382638492289,0.0825242718446602,0.7382716049382716,0.44684111268269683
PINK  SPOTTY CUP,RED SPOTTY CUP,0.03504043126684636,0.06064690026954178,0.02830188679245283,0.8076923076923077,13.317948717948717,1.0,0.026176793252010666,4.884636118598383,0.9584996009577016,0.41999999999999993,0.7952764595519258,0.6371794871794871
RED SPOTTY BOWL,RED SPOTTY CUP,0.04177897574123989,0.06064690026954178,0.03369272237196765,0.8064516129032258,13.297491039426522,1.0,0.031158956996825072,4.853324348607366,0.9651195499296765,0.4901960784313725,0.793955662516777,0.6810035842293907
ROUND SNACK BOXES SET OF 4 FRUITS  + STRAWBERRY LUNCH BOX WITH CUTLERY,ROUND SNACK BOXES SET OF4 WOODLAND ,0.026954177897574125,0.2722371967654987,0.0215633423180593,0.8,2.9386138613861386,1.0,0.014225412486105158,3.6388140161725078,0.6779778393351801,0.07766990291262134,0.7251851851851853,0.4396039603960396
ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.1752021563342318,0.2722371967654987,0.14016172506738545,0.8,2.9386138613861386,1.0,0.09246518115968352,3.6388140161725078,0.7998366013071896,0.45614035087719296,0.7251851851851853,0.6574257425742573
PINK SPOTTY BOWL,BLUE SPOTTY BOWL,0.025606469002695417,0.03099730458221024,0.02021563342318059,0.7894736842105263,25.469107551487415,1.0,0.019421901904229117,4.602762803234501,0.9859843245735361,0.5555555555555555,0.7827391845399312,0.7208237986270023
PINK SPOTTY BOWL,BLUE  SPOTTY CUP,0.025606469002695417,0.03773584905660377,0.02021563342318059,0.7894736842105263,20.92105263157895,1.0,0.019249351574022276,4.570754716981132,0.9772245274319963,0.46875,0.781217750257998,0.6625939849624061
PINK  POLKADOT CUP,RED RETROSPOT CUP,0.025606469002695417,0.05256064690026954,0.02021563342318059,0.7894736842105263,15.020242914979757,1.0,0.01886974084756722,4.50033692722372,0.9579529737206085,0.34883720930232553,0.7777944149135285,0.5870445344129555
CHILDS BREAKFAST SET CIRCUS PARADE + ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.025606469002695417,0.2722371967654987,0.02021563342318059,0.7894736842105263,2.8999478895257944,1.0,0.013244600082824156,3.4568733153638815,0.6723835869064083,0.07281553398058252,0.7107212475633529,0.43186555497655027
PINK SPOTTY BOWL,BLUE  SPOTTY CUP + PINK  SPOTTY CUP,0.025606469002695417,0.02425876010781671,0.02021563342318059,0.7894736842105263,32.54385964912281,1.0,0.01959445223443596,4.634770889487871,0.994744121715076,0.6818181818181819,0.7842396045362025,0.8114035087719298
BLUE  SPOTTY CUP,RED SPOTTY CUP,0.03773584905660377,0.06064690026954178,0.029649595687331536,0.7857142857142857,12.955555555555554,1.0,0.027361033413009203,4.383647798742138,0.9590017825311943,0.4313725490196079,0.7718794835007173,0.6373015873015873
BIG DOUGHNUT FRIDGE MAGNETS + SAVE THE PLANET COTTON TOTE BAG,WOODLAND DESIGN  COTTON TOTE BAG,0.03099730458221024,0.09433962264150944,0.02425876010781671,0.782608695652174,8.295652173913043,1.0,0.021334486090627065,4.1660377358490575,0.9075876989646113,0.23999999999999996,0.759963768115942,0.5198757763975155
BIG DOUGHNUT FRIDGE MAGNETS + WOODLAND DESIGN  COTTON TOTE BAG,SAVE THE PLANET COTTON TOTE BAG,0.03099730458221024,0.0646900269541779,0.02425876010781671,0.782608695652174,12.097826086956522,1.0,0.02225354363888667,4.3024258760107825,0.946685210941122,0.339622641509434,0.7675729858413733,0.5788043478260869
PLASTERS IN TIN STRONGMAN + ROUND SNACK BOXES SET OF 4 FRUITS ,PLASTERS IN TIN CIRCUS PARADE ,0.03099730458221024,0.12129380053908356,0.02425876010781671,0.782608695652174,6.452173913043478,1.0,0.02049897922857288,4.042048517520216,0.8720445062586927,0.18947368421052635,0.7526006935182715,0.49130434782608695
PLASTERS IN TIN SPACEBOY + PLASTERS IN TIN STRONGMAN,PLASTERS IN TIN CIRCUS PARADE ,0.03099730458221024,0.12129380053908356,0.02425876010781671,0.782608695652174,6.452173913043478,1.0,0.02049897922857288,4.042048517520216,0.8720445062586927,0.18947368421052635,0.7526006935182715,0.49130434782608695
PLASTERS IN TIN STRONGMAN + PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN CIRCUS PARADE ,0.0431266846361186,0.12129380053908356,0.03369272237196765,0.7812499999999999,6.440972222222221,1.0,0.028461722887802323,4.016942626107045,0.8828169014084506,0.25773195876288657,0.7510544478527607,0.5295138888888888
PLASTERS IN TIN STRONGMAN + ROUND SNACK BOXES SET OF4 WOODLAND ,PLASTERS IN TIN CIRCUS PARADE ,0.03638814016172507,0.12129380053908356,0.02830188679245283,0.7777777777777778,6.412345679012345,1.0,0.023888230977688336,3.954177897574124,0.875924075924076,0.21875,0.7471029311520109,0.5055555555555555
CHILDRENS CUTLERY DOLLY GIRL ,CHILDRENS CUTLERY SPACEBOY ,0.029649595687331536,0.02830188679245283,0.022911051212938006,0.7727272727272727,27.3030303030303,1.0,0.022071911712353152,4.275471698113207,0.9928104575163399,0.6538461538461539,0.766107678729038,0.7911255411255411
RED SPOT CERAMIC DRAWER KNOB + RED STRIPE CERAMIC DRAWER KNOB,WHITE SPOT RED CERAMIC DRAWER KNOB,0.029649595687331536,0.05525606469002695,0.022911051212938006,0.7727272727272727,13.984478935698448,1.0,0.02127273123560567,4.156873315363881,0.9568627450980391,0.3695652173913044,0.7594345739852159,0.5936807095343681
RED SPOT CERAMIC DRAWER KNOB + RED STRIPE CERAMIC DRAWER KNOB,ROUND SNACK BOXES SET OF4 WOODLAND ,0.029649595687331536,0.2722371967654987,0.022911051212938006,0.7727272727272727,2.838433843384338,1.0,0.014839328397788449,3.202156334231806,0.6674836601307189,0.08212560386473429,0.6877104377104377,0.4284428442844284
PLASTERS IN TIN CIRCUS PARADE  + RED TOADSTOOL LED NIGHT LIGHT,PLASTERS IN TIN WOODLAND ANIMALS,0.02830188679245283,0.13881401617250674,0.0215633423180593,0.761904761904762,5.488673139158577,1.0,0.017634643747139297,3.616981132075473,0.841626213592233,0.14814814814814817,0.7235263432446531,0.45862228386500237
PINK  SPOTTY PLATE ,PINK SPOTTY BOWL,0.02830188679245283,0.025606469002695417,0.0215633423180593,0.761904761904762,29.754385964912284,1.0,0.020838630931190563,4.09245283018868,0.9945388349514563,0.6666666666666669,0.7556477639465192,0.8020050125313284
PINK  SPOTTY CUP + RED SPOTTY CUP,BLUE  SPOTTY CUP,0.02830188679245283,0.03773584905660377,0.0215633423180593,0.761904761904762,20.190476190476193,1.0,0.020495346590042214,4.041509433962266,0.9781553398058254,0.4848484848484849,0.7525676937441644,0.6666666666666667
PINK  SPOTTY PLATE ,PINK  SPOTTY CUP + PINK SPOTTY BOWL,0.02830188679245283,0.022911051212938006,0.0215633423180593,0.761904761904762,33.254901960784316,1.0,0.02091491634033464,4.103773584905661,0.9981796116504855,0.7272727272727272,0.7563218390804598,0.8515406162464987
PINK  SPOTTY CUP + RED SPOTTY CUP,RED SPOTTY PLATE ,0.02830188679245283,0.03908355795148248,0.0215633423180593,0.761904761904762,19.49425287356322,1.0,0.020457203885470173,4.035849056603775,0.9763349514563107,0.4705882352941176,0.7522206638616177,0.6568144499178983
BLUE POLKADOT CUP,RED RETROSPOT CUP,0.03369272237196765,0.05256064690026954,0.025606469002695417,0.76,14.45948717948718,1.0,0.02383555771899361,3.9476639712488772,0.963297364750789,0.42222222222222217,0.7466856330014225,0.6235897435897436
LUNCH BAG WOODLAND + ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03369272237196765,0.2722371967654987,0.025606469002695417,0.76,2.7916831683168315,1.0,0.01643405671275274,3.032345013477089,0.6641708874697203,0.09134615384615384,0.6702222222222222,0.427029702970297
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED ,0.026954177897574125,0.03504043126684636,0.02021563342318059,0.7499999999999999,21.40384615384615,1.0,0.019271147405206294,3.8598382749326126,0.979686057248384,0.48387096774193544,0.7409217877094972,0.6634615384615383
LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,0.026954177897574125,0.0876010781671159,0.02021563342318059,0.7499999999999999,8.56153846153846,1.0,0.017854418378244852,3.6495956873315345,0.9076638965835642,0.21428571428571425,0.7259970457902509,0.4903846153846153
6 RIBBONS RUSTIC CHARM + ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.026954177897574125,0.2722371967654987,0.02021563342318059,0.7499999999999999,2.754950495049504,1.0,0.012877703591226449,2.911051212938004,0.6546629732225299,0.07246376811594202,0.6564814814814812,0.41212871287128705
RED STRIPE CERAMIC DRAWER KNOB + ROUND SNACK BOXES SET OF4 WOODLAND ,RED SPOT CERAMIC DRAWER KNOB,0.03099730458221024,0.04582210242587601,0.022911051212938006,0.7391304347826088,16.130434782608695,1.0,0.02149068954744589,3.6576819407008094,0.9680111265646731,0.42499999999999993,0.726602800294768,0.6195652173913044
SAVE THE PLANET COTTON TOTE BAG + WOODLAND CHARLOTTE BAG,WOODLAND DESIGN  COTTON TOTE BAG,0.03099730458221024,0.09433962264150944,0.022911051212938006,0.7391304347826088,7.834782608695653,1.0,0.01998677719574836,3.471698113207548,0.9002699828192752,0.22368421052631574,0.7119565217391305,0.4909937888198758
BLUE SPOTTY BOWL,RED SPOTTY BOWL + RED SPOTTY CUP,0.03099730458221024,0.03369272237196765,0.022911051212938006,0.7391304347826088,21.93739130434783,1.0,0.021866667635370277,3.704177897574125,0.9849464125010228,0.5483870967741936,0.7300345643078043,0.7095652173913044
