StockCode,Week,Forecast_Units,Overall_Source,Overall_Model,Forecast_Revenue,Forecast_GrossProfit
10135,2012-01-23,12.973620485390475,ML,Ridge,15.973770222637022,7.4283707494224505
10135,2012-01-30,13.663971313980884,ML,Ridge,16.823764680338964,7.823648375102604
10135,2012-02-06,14.653087407016974,ML,Ridge,18.041613869889648,8.389991522072743
10135,2012-02-13,15.14013375370649,ML,Ridge,18.641289684251113,8.668862084028493
10135,2012-02-20,15.201163610538291,ML,Ridge,18.71643269547527,8.703806254303961
10135,2012-02-27,15.354913581849749,ML,Ridge,18.9057373476525,8.791839644127618
11001,2011-12-12,2.205489874513886,ML,HistGBR,3.7504638071220744,1.5940545649694857
11001,2011-12-19,2.171737025456953,ML,HistGBR,3.6930666545719255,1.5696591307661032
11001,2011-12-26,1.2548884788909656,ML,HistGBR,2.1339539466679187,0.9069915629264266
11001,2012-01-02,3.0441892925710596,ML,HistGBR,5.17668292008494,2.2002385476939423
11001,2012-01-09,4.501059792683566,ML,HistGBR,7.654109883353181,3.2532159828252576
11001,2012-01-16,4.5714013054087195,ML,HistGBR,7.773726527556571,3.304056483505908
11001,2012-01-23,4.447332486351422,ML,HistGBR,7.56274591012375,3.2143836767185947
11001,2012-01-30,4.916574960971587,ML,HistGBR,8.360698754144504,3.55353649595823
11001,2012-02-06,4.87461532257797,ML,HistGBR,8.289345851112076,3.5232094679819363
11001,2012-02-13,6.226633023024009,ML,HistGBR,10.588469284280826,4.500402794607652
11001,2012-02-20,5.625231248417863,ML,HistGBR,9.565777856283914,4.06572963864815
11001,2012-02-27,5.313756659146422,ML,HistGBR,9.036111323963864,3.840606188009061
15034,2011-12-12,5.262203232414758,ML,Ridge,0.7270149202678284,0.32404093589080357
15034,2011-12-19,7.518136536914177,ML,Ridge,1.0386899162841956,0.4629589341152415
15034,2011-12-26,7.8417253085428245,ML,Ridge,1.0833962597328903,0.482885190052374
15034,2012-01-02,12.059563870162792,ML,Ridge,1.6661239557461753,0.7426152488468668
15034,2012-01-09,14.412949983573247,ML,Ridge,1.991262826677883,0.8875342884621422
15034,2012-01-16,16.661989297355607,ML,Ridge,2.301985363450446,1.026027761995056
15034,2012-01-23,17.067827067158017,ML,Ridge,2.358055055331042,1.051018824661836
15034,2012-01-30,18.25409232903215,ML,Ridge,2.5219469665110212,1.1240677907877696
15034,2012-02-06,22.036148271929722,ML,Ridge,3.0444678533587117,1.356962814639883
15034,2012-02-13,22.899244162125814,ML,Ridge,3.1637113645042247,1.410111351036169
15034,2012-02-20,23.407497237200257,ML,Ridge,3.2339305393500357,1.4414090403960163
15034,2012-02-27,24.60297418877971,ML,Ridge,3.399095118186671,1.5150252526774879
15036,2011-12-12,0.0,Statistical,Naive,0.0,0.0
15036,2011-12-19,0.0,Statistical,Naive,0.0,0.0
15036,2011-12-26,0.0,Statistical,Naive,0.0,0.0
15036,2012-01-02,0.0,Statistical,Naive,0.0,0.0
15036,2012-01-09,0.0,Statistical,Naive,0.0,0.0
15036,2012-01-16,0.0,Statistical,Naive,0.0,0.0
15036,2012-01-23,0.0,Statistical,Naive,0.0,0.0
15036,2012-01-30,0.0,Statistical,Naive,0.0,0.0
15036,2012-02-06,0.0,Statistical,Naive,0.0,0.0
15036,2012-02-13,0.0,Statistical,Naive,0.0,0.0
15036,2012-02-20,0.0,Statistical,Naive,0.0,0.0
15036,2012-02-27,0.0,Statistical,Naive,0.0,0.0
15039,2011-12-12,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2011-12-19,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2011-12-26,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2012-01-02,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2012-01-09,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2012-01-16,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2012-01-23,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2012-01-30,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2012-02-06,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2012-02-13,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2012-02-20,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15039,2012-02-27,1.0,Statistical,Naive,0.8335897435897436,0.27675384615384613
15044A,2011-12-12,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2011-12-19,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2011-12-26,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2012-01-02,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2012-01-09,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2012-01-16,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2012-01-23,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2012-01-30,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2012-02-06,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2012-02-13,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2012-02-20,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044A,2012-02-27,1.0,Statistical,Naive,3.0010000000000003,1.1733475000000004
15044B,2011-12-12,0.0,Statistical,Naive,0.0,0.0
15044B,2011-12-19,0.0,Statistical,Naive,0.0,0.0
15044B,2011-12-26,0.0,Statistical,Naive,0.0,0.0
15044B,2012-01-02,0.0,Statistical,Naive,0.0,0.0
15044B,2012-01-09,0.0,Statistical,Naive,0.0,0.0
15044B,2012-01-16,0.0,Statistical,Naive,0.0,0.0
15044B,2012-01-23,0.0,Statistical,Naive,0.0,0.0
15044B,2012-01-30,0.0,Statistical,Naive,0.0,0.0
15044B,2012-02-06,0.0,Statistical,Naive,0.0,0.0
15044B,2012-02-13,0.0,Statistical,Naive,0.0,0.0
15044B,2012-02-20,0.0,Statistical,Naive,0.0,0.0
15044B,2012-02-27,0.0,Statistical,Naive,0.0,0.0
15044C,2011-12-12,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2011-12-19,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2011-12-26,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2012-01-02,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2012-01-09,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2012-01-16,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2012-01-23,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2012-01-30,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2012-02-06,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2012-02-13,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2012-02-20,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044C,2012-02-27,1.0,Statistical,Naive,2.927777777777778,1.1622833333333336
15044D,2011-12-12,2.0,Statistical,Naive,5.82,2.58408
15044D,2011-12-19,2.0,Statistical,Naive,5.82,2.58408
15044D,2011-12-26,2.0,Statistical,Naive,5.82,2.58408
15044D,2012-01-02,2.0,Statistical,Naive,5.82,2.58408
15044D,2012-01-09,2.0,Statistical,Naive,5.82,2.58408
15044D,2012-01-16,2.0,Statistical,Naive,5.82,2.58408
15044D,2012-01-23,2.0,Statistical,Naive,5.82,2.58408
15044D,2012-01-30,2.0,Statistical,Naive,5.82,2.58408
15044D,2012-02-06,2.0,Statistical,Naive,5.82,2.58408
15044D,2012-02-13,2.0,Statistical,Naive,5.82,2.58408
15044D,2012-02-20,2.0,Statistical,Naive,5.82,2.58408
15044D,2012-02-27,2.0,Statistical,Naive,5.82,2.58408
15056BL,2011-12-12,5.794412073721475,ML,Ridge,33.51343083138658,12.098061223865235
15056BL,2011-12-19,5.4516286130171325,ML,Ridge,31.530856990537842,11.382369063665433
15056BL,2011-12-26,6.458297417345744,ML,Ridge,37.35317768757345,13.484176921300406
15056BL,2012-01-02,10.765427412228426,ML,Ridge,62.264540795476165,22.47696544139104
15056BL,2012-01-09,10.579629399533506,ML,Ridge,61.189931539551914,22.089040712487183
15056BL,2012-01-16,10.777149013206184,ML,Ridge,62.33233560513127,22.501438786480488
15056BL,2012-01-23,12.486490757331522,ML,Ridge,72.21874091771619,26.070346349462163
15056BL,2012-01-30,13.381089107384655,ML,Ridge,77.392874124836,27.938164080064226
15056BL,2012-02-06,14.201641660986608,ML,Ridge,82.1387449567313,29.651382764647643
15056BL,2012-02-13,14.475445870638554,ML,Ridge,83.72236005430574,30.223054238746624
15056BL,2012-02-20,14.91142412554856,ML,Ridge,86.24394928614149,31.13332633418419
15056BL,2012-02-27,14.945673448064843,ML,Ridge,86.44203880524505,31.204834952384996
15056N,2011-12-12,3.479521907736938,ML,Ridge,20.210669173324323,7.841739639249838
15056N,2011-12-19,4.148778173209948,ML,Ridge,24.098018450698707,9.350031158871099
15056N,2011-12-26,5.107939729460764,ML,Ridge,29.669271459352483,11.511677326228765
15056N,2012-01-02,10.09962455770184,ML,Ridge,58.66328079631277,22.761352948969357
15056N,2012-01-09,9.77116528940541,ML,Ridge,56.755437769461736,22.021109854551156
15056N,2012-01-16,10.166434395343835,ML,Ridge,59.05134316864716,22.9119211494351
15056N,2012-01-23,11.759296101418824,ML,Ridge,68.30341912447196,26.501726620295123
15056N,2012-01-30,12.587989588795907,ML,Ridge,73.1168533730753,28.369339108753223
15056N,2012-02-06,13.271645872116325,ML,Ridge,77.08784460026952,29.91008370490458
15056N,2012-02-13,13.624974123927293,ML,Ridge,79.14013816136539,30.706373606609773
15056N,2012-02-20,13.965342533158532,ML,Ridge,81.11715497529237,31.473456130413442
15056N,2012-02-27,14.060135282712855,ML,Ridge,81.66775501520367,31.687088945899028
15056P,2011-12-12,3.333328475928856,ML,RandomForest,19.306989409261615,6.892428552682602
15056P,2011-12-19,1.0192380334878783,ML,RandomForest,5.903533978175844,2.1075106683071025
15056P,2011-12-26,0.7400038823561721,ML,RandomForest,4.286180381752461,1.530129396091511
15056P,2012-01-02,3.5318403567265864,ML,RandomForest,20.45679111882952,7.302897837404305
15056P,2012-01-09,4.886517046515874,ML,RandomForest,28.303221103635373,10.104005608145505
15056P,2012-01-16,6.102757519082307,ML,RandomForest,35.34781394605305,12.61886444086499
15056P,2012-01-23,5.9279559625342415,ML,RandomForest,34.33534493036281,12.2574217423414
15056P,2012-01-30,5.703920505850194,ML,RandomForest,33.03770798256915,11.7941765537519
15056P,2012-02-06,5.233981184297019,ML,RandomForest,30.315769964836164,10.822468178387298
15056P,2012-02-13,5.395157938488879,ML,RandomForest,31.24932269108954,11.155738442822043
15056P,2012-02-20,5.464366307689761,ML,RandomForest,31.65018485059254,11.298842773346156
15056P,2012-02-27,5.888801121221738,ML,RandomForest,34.10855596791855,12.176460040490865
15058A,2011-12-12,0.0,Statistical,Naive,0.0,0.0
15058A,2011-12-19,0.0,Statistical,Naive,0.0,0.0
15058A,2011-12-26,0.0,Statistical,Naive,0.0,0.0
15058A,2012-01-02,0.0,Statistical,Naive,0.0,0.0
15058A,2012-01-09,0.0,Statistical,Naive,0.0,0.0
15058A,2012-01-16,0.0,Statistical,Naive,0.0,0.0
15058A,2012-01-23,0.0,Statistical,Naive,0.0,0.0
15058A,2012-01-30,0.0,Statistical,Naive,0.0,0.0
15058A,2012-02-06,0.0,Statistical,Naive,0.0,0.0
15058A,2012-02-13,0.0,Statistical,Naive,0.0,0.0
15058A,2012-02-20,0.0,Statistical,Naive,0.0,0.0
15058A,2012-02-27,0.0,Statistical,Naive,0.0,0.0
15058B,2011-12-12,0.0,Statistical,Naive,0.0,0.0
15058B,2011-12-19,0.0,Statistical,Naive,0.0,0.0
15058B,2011-12-26,0.0,Statistical,Naive,0.0,0.0
15058B,2012-01-02,0.0,Statistical,Naive,0.0,0.0
15058B,2012-01-09,0.0,Statistical,Naive,0.0,0.0
15058B,2012-01-16,0.0,Statistical,Naive,0.0,0.0
15058B,2012-01-23,0.0,Statistical,Naive,0.0,0.0
15058B,2012-01-30,0.0,Statistical,Naive,0.0,0.0
15058B,2012-02-06,0.0,Statistical,Naive,0.0,0.0
15058B,2012-02-13,0.0,Statistical,Naive,0.0,0.0
15058B,2012-02-20,0.0,Statistical,Naive,0.0,0.0
15058B,2012-02-27,0.0,Statistical,Naive,0.0,0.0
15058C,2011-12-12,0.0,Statistical,Naive,0.0,0.0
15058C,2011-12-19,0.0,Statistical,Naive,0.0,0.0
15058C,2011-12-26,0.0,Statistical,Naive,0.0,0.0
15058C,2012-01-02,0.0,Statistical,Naive,0.0,0.0
15058C,2012-01-09,0.0,Statistical,Naive,0.0,0.0
15058C,2012-01-16,0.0,Statistical,Naive,0.0,0.0
15058C,2012-01-23,0.0,Statistical,Naive,0.0,0.0
15058C,2012-01-30,0.0,Statistical,Naive,0.0,0.0
15058C,2012-02-06,0.0,Statistical,Naive,0.0,0.0
15058C,2012-02-13,0.0,Statistical,Naive,0.0,0.0
15058C,2012-02-20,0.0,Statistical,Naive,0.0,0.0
15058C,2012-02-27,0.0,Statistical,Naive,0.0,0.0
15060B,2011-12-12,2.1259902756835736,ML,HistGBR,7.938447689402464,2.3180267253055202
15060B,2011-12-19,0.9996528492585137,ML,HistGBR,3.7327037391312903,1.089949491826337
15060B,2011-12-26,0.968174272256213,ML,HistGBR,3.6151627326046993,1.0556275179205725
15060B,2012-01-02,2.495503946482152,ML,HistGBR,9.318211736164356,2.720917826959993
15060B,2012-01-09,2.9221891779201714,ML,HistGBR,10.91145439035392,3.186144681983346
15060B,2012-01-16,3.2261098026622697,ML,HistGBR,12.046294003140915,3.5175178489171484
15060B,2012-01-23,4.117873754573121,ML,HistGBR,15.376140599576033,4.489833055076203
15060B,2012-01-30,4.210121820788362,ML,HistGBR,15.720594878823743,4.590413704616535
15060B,2012-02-06,4.123865309889199,ML,HistGBR,15.398513067126268,4.496365815600872
15060B,2012-02-13,4.6941560294843425,ML,HistGBR,17.527978614094536,5.1181697553156065
15060B,2012-02-20,4.763334299270941,ML,HistGBR,17.786290273477693,5.193596759855488
15060B,2012-02-27,4.670426498607855,ML,HistGBR,17.43937254580173,5.092296783374108
16008,2011-12-12,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2011-12-19,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2011-12-26,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2012-01-02,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2012-01-09,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2012-01-16,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2012-01-23,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2012-01-30,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2012-02-06,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2012-02-13,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2012-02-20,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16008,2012-02-27,240.0,Statistical,Naive,36.888888888888886,14.822222222222223
16011,2011-12-12,25.0,Statistical,Naive,5.25,2.2575
16011,2011-12-19,25.0,Statistical,Naive,5.25,2.2575
16011,2011-12-26,25.0,Statistical,Naive,5.25,2.2575
16011,2012-01-02,25.0,Statistical,Naive,5.25,2.2575
16011,2012-01-09,25.0,Statistical,Naive,5.25,2.2575
16011,2012-01-16,25.0,Statistical,Naive,5.25,2.2575
16011,2012-01-23,25.0,Statistical,Naive,5.25,2.2575
16011,2012-01-30,25.0,Statistical,Naive,5.25,2.2575
16011,2012-02-06,25.0,Statistical,Naive,5.25,2.2575
16011,2012-02-13,25.0,Statistical,Naive,5.25,2.2575
16011,2012-02-20,25.0,Statistical,Naive,5.25,2.2575
16011,2012-02-27,25.0,Statistical,Naive,5.25,2.2575
16012,2011-12-12,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2011-12-19,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2011-12-26,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2012-01-02,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2012-01-09,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2012-01-16,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2012-01-23,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2012-01-30,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2012-02-06,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2012-02-13,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2012-02-20,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16012,2012-02-27,24.0,Statistical,Naive,4.995555555555556,2.2432000000000003
16014,2011-12-12,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2011-12-19,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2011-12-26,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2012-01-02,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2012-01-09,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2012-01-16,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2012-01-23,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2012-01-30,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2012-02-06,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2012-02-13,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2012-02-20,60.0,Statistical,Naive,23.271428571428572,8.3055
16014,2012-02-27,60.0,Statistical,Naive,23.271428571428572,8.3055
16015,2011-12-12,0.0,Statistical,Naive,0.0,0.0
16015,2011-12-19,0.0,Statistical,Naive,0.0,0.0
16015,2011-12-26,0.0,Statistical,Naive,0.0,0.0
16015,2012-01-02,0.0,Statistical,Naive,0.0,0.0
16015,2012-01-09,0.0,Statistical,Naive,0.0,0.0
16015,2012-01-16,0.0,Statistical,Naive,0.0,0.0
16015,2012-01-23,0.0,Statistical,Naive,0.0,0.0
16015,2012-01-30,0.0,Statistical,Naive,0.0,0.0
16015,2012-02-06,0.0,Statistical,Naive,0.0,0.0
16015,2012-02-13,0.0,Statistical,Naive,0.0,0.0
16015,2012-02-20,0.0,Statistical,Naive,0.0,0.0
16015,2012-02-27,0.0,Statistical,Naive,0.0,0.0
16016,2011-12-12,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2011-12-19,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2011-12-26,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2012-01-02,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2012-01-09,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2012-01-16,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2012-01-23,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2012-01-30,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2012-02-06,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2012-02-13,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2012-02-20,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16016,2012-02-27,20.0,Statistical,Naive,16.820689655172416,6.508620689655171
16033,2011-12-12,0.0,Statistical,Naive,0.0,0.0
16033,2011-12-19,0.0,Statistical,Naive,0.0,0.0
16033,2011-12-26,0.0,Statistical,Naive,0.0,0.0
16033,2012-01-02,0.0,Statistical,Naive,0.0,0.0
16033,2012-01-09,0.0,Statistical,Naive,0.0,0.0
16033,2012-01-16,0.0,Statistical,Naive,0.0,0.0
16033,2012-01-23,0.0,Statistical,Naive,0.0,0.0
16033,2012-01-30,0.0,Statistical,Naive,0.0,0.0
16033,2012-02-06,0.0,Statistical,Naive,0.0,0.0
16033,2012-02-13,0.0,Statistical,Naive,0.0,0.0
16033,2012-02-20,0.0,Statistical,Naive,0.0,0.0
16033,2012-02-27,0.0,Statistical,Naive,0.0,0.0
16045,2011-12-12,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2011-12-19,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2011-12-26,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2012-01-02,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2012-01-09,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2012-01-16,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2012-01-23,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2012-01-30,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2012-02-06,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2012-02-13,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2012-02-20,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16045,2012-02-27,103.17350842487498,Statistical,TSB,4.787250790914199,1.939661958387649
16046,2011-12-12,0.0,Statistical,Naive,0.0,0.0
16046,2011-12-19,0.0,Statistical,Naive,0.0,0.0
16046,2011-12-26,0.0,Statistical,Naive,0.0,0.0
16046,2012-01-02,0.0,Statistical,Naive,0.0,0.0
16046,2012-01-09,0.0,Statistical,Naive,0.0,0.0
16046,2012-01-16,0.0,Statistical,Naive,0.0,0.0
16046,2012-01-23,0.0,Statistical,Naive,0.0,0.0
16046,2012-01-30,0.0,Statistical,Naive,0.0,0.0
16046,2012-02-06,0.0,Statistical,Naive,0.0,0.0
16046,2012-02-13,0.0,Statistical,Naive,0.0,0.0
16046,2012-02-20,0.0,Statistical,Naive,0.0,0.0
16046,2012-02-27,0.0,Statistical,Naive,0.0,0.0
16048,2011-12-12,23.92125438591283,Statistical,TSB,4.018770736833356,1.7410845792242795
16048,2011-12-19,23.92125438591283,Statistical,TSB,4.018770736833356,1.7410845792242795
16048,2011-12-26,23.92125438591283,Statistical,TSB,4.018770736833356,1.7410845792242795
16048,2012-01-02,23.92125438591283,Statistical,TSB,4.018770736833356,1.7410845792242795
16048,2012-01-09,23.92125438591283,Statistical,TSB,4.018770736833356,1.7410845792242795
16048,2012-01-16,23.92125438591283,Statistical,TSB,4.018770736833356,1.7410845792242795
