StockCode,History_Weeks,Positive_Weeks,ADI,CV2,Avg_Weekly_Units,Last_12W_Units,Demand_Class,Category,Subcategory,Supplier,Avg_Price,Avg_Cost,Lead_Time_Days,Lead_Time_SD_Days,Champion_Model,Backtest_MAE,Backtest_RMSE,Backtest_WAPE,Backtest_Bias,ML_Model,ML_MAE,ML_RMSE,ML_WAPE,ML_Bias,Overall_Source,Overall_Model,Overall_MAE,MAE_Improvement_vs_Stat,Hybrid_Forecast_12W_Units,Hybrid_Forecast_12W_Revenue,Hybrid_Forecast_12W_GrossProfit,Description
16012,105,25,4.2,0.9750176421115262,11.342857142857143,96.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Prime Supply Partners,0.20814814814814817,0.11468148148148148,14.0,4.0,Naive,8.0,16.97056274847714,1.0,-1.0,HistGBR,8.317106225161508,16.82378241180522,1.0396382781451885,-0.9406522155856658,Statistical,Naive,8.0,0.0,288.0,59.94666666666667,26.918400000000005,Food/Drink Sponge Stickers
16014,104,27,3.8518518518518516,3.131285631391219,105.45192307692308,592.0,Lumpy,General Merchandise,General Accessories,Global Goods Ltd.,0.38785714285714284,0.24943214285714285,23.0,6.5,Naive,49.333333333333336,145.5168947808696,1.0,-1.0,RandomForest,102.72471840863615,141.6331391259972,2.0822578055804626,0.7251526553046452,Statistical,Naive,49.333333333333336,0.0,720.0,279.25714285714287,99.666,Small Chinese Style Scissor
16015,105,25,4.2,2.3005659832060537,8.980952380952381,20.0,Lumpy,General Merchandise,General Accessories,Metro Wholesale,0.4832,0.290884,19.0,5.4,Naive,1.6666666666666667,4.08248290463863,1.0,-1.0,HistGBR,2.2812021646456926,3.949186331773807,1.3687212987874156,-0.5055033653515703,Statistical,Naive,1.6666666666666667,0.0,0.0,0.0,0.0,Medium Chinese Style Scissor
16016,100,28,3.5714285714285716,3.272644444444445,6.0,60.0,Lumpy,General Merchandise,General Accessories,Evergreen Supply,0.8410344827586207,0.5156034482758621,17.0,3.1,Naive,5.0,8.16496580927726,1.0,-1.0,HistGBR,5.22692013326622,7.9004521463121336,1.0453840266532441,-0.8623463930347578,Statistical,Naive,5.0,0.0,240.0,201.848275862069,78.10344827586205,Large Chinese Style Scissor
16033,101,22,4.590909090909091,2.031872256652018,58.227722772277225,0.0,Lumpy,Lighting,Decorative Lighting,Prime Supply Partners,0.11739130434782608,0.07679565217391304,35.0,7.2,Naive,0.0,0.0,,,HistGBR,0.5751643132195844,0.7574189024600501,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Mini Highlighter Pens
16045,65,21,3.0952380952380953,1.2686980609418277,58.46153846153846,1200.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Gulf Source Co.,0.0464,0.027600000000000003,14.0,2.8,TSB,54.78044498932163,71.35412123475224,0.5478044498932163,-0.09560889978643275,HistGBR,67.23401181328518,82.50050139054693,0.6723401181328518,-0.3774558587224476,Statistical,TSB,54.78044498932163,0.0,1238.0821010984998,57.44700949097039,23.27594350065179,Popart Wooden Pencils Asst
16046,103,21,4.904761904761905,18.307018546431042,46.66990291262136,3.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Northstar Trading,0.7878260869565218,0.4490608695652174,15.0,4.6,Naive,0.25,0.6454972243679028,1.0,-1.0,Ridge,1.32443955967739,1.5241599955071425,5.29775823870956,4.906387608442532,Statistical,Naive,0.25,0.0,0.0,0.0,0.0,Teatime Pen Case & Pens
16048,104,23,4.521739130434782,3.868977234743986,19.48076923076923,199.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Reliable Imports,0.168,0.09521600000000001,11.0,3.3,TSB,12.583772258134374,16.529253150880685,0.7588204376764447,0.38677586640364336,HistGBR,13.82711008990802,15.640846792120428,0.8337955833110364,-0.22828895710166827,Statistical,TSB,12.583772258134374,0.0,287.055052630954,48.22524884200027,20.893014950691352,Teatime Round Pencil Sharpener
16054,72,17,4.235294117647059,0.2722253620461927,11.069444444444445,436.0,Intermittent,Stationery & Gifts,Notebooks & Desk,Metro Wholesale,0.14857142857142858,0.08009999999999999,12.0,2.4,SES,29.035871746668988,36.57544556010332,0.7991524333945593,-0.397457300183678,RandomForest,29.35224300711623,38.13094170556902,0.8078598992784283,-0.5233445218744318,Statistical,SES,29.035871746668988,0.0,427.5494687699742,63.521635360110466,29.274922911635528,Popart Rect Pencil Sharpener Asst
16156L,99,20,4.95,0.17202268431001888,5.808080808080808,50.0,Intermittent,Stationery & Gifts,Cards & Wrap,Global Goods Ltd.,0.42000000000000004,0.2528,15.0,2.5,Naive,4.166666666666667,10.206207261596576,1.0,-1.0,HistGBR,5.052712954039975,9.91119311312057,1.212651108969594,-0.7141180881064969,Statistical,Naive,4.166666666666667,0.0,0.0,0.0,0.0,Wrap Carousel
16156N,106,16,6.625,0.25440000000000007,5.89622641509434,0.0,Intermittent,Stationery & Gifts,Cards & Wrap,Global Goods Ltd.,0.42,0.2365,15.0,3.6,Naive,0.0,0.0,,,HistGBR,0.3688389781500672,0.4100928618319687,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Wrap Friendship On Green
16156S,104,60,1.7333333333333334,0.910174442100217,23.03846153846154,250.0,Lumpy,Stationery & Gifts,Cards & Wrap,Summit Procurement,0.4154285714285714,0.24263142857142853,11.0,3.2,Croston,16.2185886805311,18.54687032794182,0.7784922566654927,-0.33547676999647813,HistGBR,18.854453841931285,22.98277055094267,0.9050137844127017,-0.7088439871959874,Statistical,Croston,16.2185886805311,0.0,190.91812851199117,79.3128453875529,32.9901071265049,Wrap Pink Fairy Cakes
16161G,94,20,4.7,0.301775147928994,6.914893617021277,225.0,Intermittent,Accessories,Fashion Accessories,Gulf Source Co.,0.1,0.0529,20.0,3.7,Naive,18.75,34.61093276215865,1.0,-1.0,Ridge,19.201268536078747,33.15881097150248,1.0240676552575332,-0.8111670965729454,Statistical,Naive,18.75,0.0,0.0,0.0,0.0,Wrap Bad Hair Day
16161M,106,21,5.0476190476190474,0.09374999999999999,5.660377358490566,0.0,Intermittent,Stationery & Gifts,Cards & Wrap,Prime Supply Partners,0.42,0.2428,10.0,2.3,Naive,0.0,0.0,,,HistGBR,0.4048744666270731,0.5126256220325417,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Wrap Pink Flock
16161P,104,63,1.6507936507936507,0.1312,18.028846153846153,300.0,Intermittent,Stationery & Gifts,Cards & Wrap,Prime Supply Partners,0.42,0.2335,12.0,2.3,Croston,11.442513579963896,15.168522914144216,0.45770054319855585,-0.18655081479783395,RandomForest,18.26860863469761,20.936481806318334,0.7307443453879044,-0.5677607709851108,Statistical,Croston,11.442513579963896,0.0,253.45916528305492,106.45284941888306,47.27013432528974,Wrap English Rose
16161U,106,54,1.962962962962963,2.1396628526508867,18.169811320754718,250.0,Lumpy,Stationery & Gifts,Cards & Wrap,Reliable Imports,0.4171929824561403,0.23859649122807017,11.0,2.1,Croston,20.833333333333332,34.22688121557832,1.0,-0.3147833102392658,HistGBR,19.658816451980176,35.838839836250436,0.9436231896950485,-0.6402744771966713,ML,HistGBR,19.658816451980176,0.05637681030495156,94.64090768932817,39.48352254126708,16.902534039953693,Wrap Suki And Friends
16168M,104,23,4.521739130434782,1.962836613935515,7.0,48.0,Lumpy,Storage & Organization,Boxes & Containers,Apex Merchants,0.3852173913043478,0.2526826086956522,13.0,3.6,SeasonalNaive52,4.0,8.48528137423857,1.0,-0.5,HistGBR,4.507577815405649,9.5685477141518,1.1268944538514123,-0.8204483097965612,Statistical,SeasonalNaive52,4.0,0.0,30.0,11.556521739130435,3.9760434782608685,Funky Monkey Gift Bag Medium
16169C,106,11,9.636363636363637,0.2692307692307692,6.132075471698113,0.0,Intermittent,Stationery & Gifts,Cards & Wrap,Global Goods Ltd.,0.42,0.2457,12.0,3.7,Naive,0.0,0.0,,,HistGBR,0.4230479227102922,0.4791996285157647,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Wrap Blue Reindeer
16169E,19,18,1.0555555555555556,0.24653739612188366,50.0,775.0,Smooth,Seasonal,Christmas,Apex Merchants,0.42,0.24570000000000003,35.0,10.1,Naive,18.75,27.95084971874737,0.2903225806451613,-0.22580645161290322,RandomForest,44.2434269173332,51.2400999210443,0.6850595135587076,-0.6850595135587076,Statistical,Naive,18.75,0.0,600.0,252.0,104.57999999999998,Wrap S Christmas
16169F,106,10,10.6,0.776,5.89622641509434,0.0,Lumpy,Stationery & Gifts,Cards & Wrap,Global Goods Ltd.,0.42000000000000004,0.2398,13.0,2.3,Naive,0.0,0.0,,,HistGBR,0.3783356619769989,0.4233910553855937,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Wrap Blizzard
16169K,104,22,4.7272727272727275,0.09120000000000003,6.009615384615385,25.0,Intermittent,Stationery & Gifts,Cards & Wrap,Global Goods Ltd.,0.3720833333333333,0.2198875,11.0,2.7000000000000006,Naive,2.0833333333333335,7.216878364870322,1.0,-1.0,HistGBR,2.52330165015382,7.194008458214001,1.2111847920738337,-0.7766988828457088,Statistical,Naive,2.0833333333333335,0.0,0.0,0.0,0.0,Wrap Folk Art
16169M,97,21,4.619047619047619,0.17599999999999996,6.443298969072165,50.0,Intermittent,Stationery & Gifts,Cards & Wrap,Gulf Source Co.,0.3529166666666666,0.22055833333333333,13.0,3.6,SeasonalNaive52,6.25,12.5,1.5,-0.5,HistGBR,5.341192648323741,9.832557686627881,1.2818862355976979,-0.6176384144968171,ML,HistGBR,5.341192648323741,0.1454091762682015,56.380445530384975,19.89759890176503,7.462421802992535,Wrap Daisy Carpet
16169N,105,20,5.25,4.106172839506171,10.714285714285714,0.0,Lumpy,Stationery & Gifts,Cards & Wrap,Northstar Trading,0.3529166666666666,0.20400833333333332,10.0,3.1,Naive,0.0,0.0,,,HistGBR,0.4160057187584079,0.4904877444708831,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Wrap Blue Russian Folkart
16169P,101,20,5.05,0.248,6.188118811881188,0.0,Intermittent,Stationery & Gifts,Cards & Wrap,Global Goods Ltd.,0.36,0.2016,10.0,2.2,Naive,0.0,0.0,,,HistGBR,0.3561588561659154,0.40141279877799985,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Wrap Green Russian Folkart
16212,106,16,6.625,1.155151286643416,1.9433962264150944,0.0,Lumpy,General Merchandise,General Accessories,Metro Wholesale,0.65,0.4037,17.0,4.8,Naive,0.0,0.0,,,HistGBR,0.2747978318906779,0.2974559229854457,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Funky Girlz Asst Magnetic Memo Pad
16216,97,26,3.730769230769231,1.3275131274474903,8.742268041237113,335.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Gulf Source Co.,0.12153846153846154,0.06524615384615386,12.0,3.7,CrostonSBA,27.083333333333332,37.94247115092535,0.9701492537313433,-0.658287678330067,Ridge,26.798184536755045,41.11842728000597,0.9599349684807778,-0.8866537126599624,ML,Ridge,26.798184536755045,0.010528570950582905,236.60585574667522,28.756711698442064,13.319089633493608,Letter Shape Pencil Sharpener
16218,92,23,4.0,0.7648047435202117,14.847826086956522,530.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Northstar Trading,0.096,0.059519999999999997,13.0,3.1,CrostonSBA,44.68831767177927,74.75015763415728,1.0118109661534929,-0.7027191087394203,Ridge,43.51375029450288,78.75439778867491,0.9852169878000652,-0.874555519397506,ML,Ridge,43.51375029450288,0.026283544301291317,233.95576611161928,22.45975354671545,8.534706347751872,Cartoon Pencil Sharpeners
16219,95,25,3.8,3.5461714869411938,19.957894736842107,516.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Northstar Trading,0.13,0.070828,12.0,3.3,CrostonSBA,41.79022783874167,78.03722582270146,0.9718657636916668,-0.33159611552441814,HistGBR,40.80040224273892,80.83887950451012,0.9488465637846261,-0.689019280700529,ML,HistGBR,40.80040224273892,0.023685575484829857,130.36636087223928,16.947626913391108,7.714038305532144,House Shape Pencil Sharpener
16225,105,27,3.888888888888889,4.843125867945966,4.238095238095238,110.0,Lumpy,General Merchandise,General Accessories,Prime Supply Partners,1.0851612903225807,0.7183774193548387,16.0,5.1,TSB,7.5,11.316585630331552,0.8181818181818182,-0.6017451127931424,Ridge,7.560352042708661,11.640684385861247,0.8247656773863993,-0.6948839584852526,Statistical,TSB,7.5,0.0,130.5242767776894,141.63989260649907,47.87419949178587,Rattle Snake Eggs
16235,105,36,2.9166666666666665,0.7305204285618023,8.038095238095238,65.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Northstar Trading,0.21,0.12410000000000002,14.0,3.6000000000000005,Naive,5.416666666666667,10.020811677038276,1.0,-1.0,RandomForest,5.3049664512043755,9.32413174695435,0.9793784217608078,-0.7752822597434348,ML,RandomForest,5.3049664512043755,0.020621578239192306,62.862236732930626,13.20106971391543,5.399866135358739,Recycled Pencil With Rabbit Eraser
16236,104,33,3.1515151515151514,0.599247737376524,5.903846153846154,104.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Evergreen Supply,0.21,0.1321,11.0,1.9,Naive,8.166666666666666,13.279056191361393,0.9423076923076923,-0.7692307692307693,Ridge,8.253847434964593,12.66625066776087,0.9523670117266837,-0.5574660054200303,Statistical,Naive,8.166666666666666,0.0,12.0,2.52,0.9348,Kitty Pencil Erasers
16237,106,54,1.962962962962963,1.6612593215685076,13.556603773584905,160.0,Lumpy,Stationery & Gifts,Notebooks & Desk,ValueLink Distribution,0.20916666666666664,0.11255166666666666,12.0,2.0,SeasonalNaive52,9.416666666666666,13.05437346894391,0.70625,0.14375,Ridge,11.258244775178348,16.19818913519045,0.8443683581383761,-0.6699785074758535,Statistical,SeasonalNaive52,9.416666666666666,0.0,91.0,19.034166666666664,8.791964999999998,Sleeping Cat Erasers
16238,105,31,3.3870967741935485,0.6636341840268529,5.219047619047619,126.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Gulf Source Co.,0.21617647058823528,0.12795588235294117,13.0,3.5,SES,9.683026660195104,14.641399157653993,0.9221930152566765,-0.7049371465551791,Ridge,9.7707986915501,14.61856146101783,0.9305522563381047,-0.6732438539274618,Statistical,SES,9.683026660195104,0.0,125.63327999732638,27.158959058245557,11.083441863293544,Party Time Pencil Erasers
16258A,104,25,4.16,1.8029943435781814,3.0576923076923075,91.0,Lumpy,Storage & Organization,Boxes & Containers,Apex Merchants,0.43192307692307697,0.31488846153846156,19.0,3.3999999999999995,TSB,7.527962985106818,20.68901667785114,0.9926984156184815,-0.838778992938861,RandomForest,7.452544910170672,20.957406811639974,0.9827531749675611,-0.9423812142262724,ML,RandomForest,7.452544910170672,0.010018390776542319,63.43024349591135,27.39698594073402,7.423534151296488,Swirly Circular Rubbers In Bag
16259,97,22,4.409090909090909,0.755559842908482,22.804123711340207,16.0,Lumpy,General Merchandise,General Accessories,Metro Wholesale,0.14217391304347826,0.08741304347826087,20.0,4.8,Naive,1.3333333333333333,3.6514837167011076,1.0,-1.0,Ridge,7.529420200726517,8.319794521249257,5.647065150544888,5.253854193047894,Statistical,Naive,1.3333333333333333,0.0,0.0,0.0,0.0,Camo Stationery
17003,105,59,1.7796610169491525,2.7750694553591786,106.03809523809524,1216.0,Lumpy,Accessories,Fashion Accessories,ValueLink Distribution,0.26417910447761195,0.13261641791044776,20.0,5.1,SES,84.94904550035857,204.44920979737827,0.8383129490166964,-0.7796733708934657,Ridge,75.98388253841033,203.78832945289,0.7498409461027336,-0.5817570693173815,ML,Ridge,75.98388253841033,0.10553577040380513,4814.415236190924,1271.867905680289,633.3974027231662,Brocade Ring Purse
17012A,88,19,4.631578947368421,2.2394301470588225,3.090909090909091,100.0,Lumpy,Home Decor,Candles & Holders,Apex Merchants,1.4976190476190476,0.9584761904761905,17.0,2.9,MA8,7.166666666666667,10.23474474522936,0.86,-0.46,HistGBR,6.735683608498044,10.163620276938854,0.8082820330197653,-0.5664164929474215,ML,HistGBR,6.735683608498044,0.06013717090724979,47.47010593326381,71.09213483814985,25.593168541733945,Origami Vanilla Incense/Candle
17012B,88,21,4.190476190476191,3.4613527575442253,3.522727272727273,32.0,Lumpy,Home Decor,Candles & Holders,Gulf Source Co.,1.367391304347826,0.8942739130434781,19.0,3.7,CrostonSBA,4.266262938884779,6.553592404186967,1.5998486020817921,0.3198183224981507,RandomForest,3.4555671813379085,6.74811080022143,1.2958376930017157,-0.23266514059252266,ML,RandomForest,3.4555671813379085,0.19002479902441038,54.07564715121272,73.94256969154956,25.584129113276155,Origami Jasmine Incense/Candle
17012C,93,23,4.043478260869565,5.2800635947479515,2.053763440860215,55.0,Lumpy,General Merchandise,General Accessories,Global Goods Ltd.,1.4166666666666667,0.8599333333333333,19.0,5.1,Croston,3.4869868716821677,5.777929348723561,0.7607971356397456,-0.6096641341919645,Ridge,2.768673595072331,4.73915601394639,0.6040742389248723,-0.3838464325726396,ML,Ridge,2.768673595072331,0.20599827388031233,160.06538682098122,226.7592979963901,89.1137363561343,Origami Lavender Incense/Candl
17012D,72,18,4.0,0.9719751780148134,2.5972222222222223,122.0,Lumpy,Home Decor,Candles & Holders,Metro Wholesale,1.2195652173913043,0.7268608695652174,21.0,7.1,Naive,9.333333333333334,13.416407864998739,0.9180327868852459,-0.6065573770491803,Ridge,9.348495818525729,12.995916578360701,0.9195241788713833,-0.5818614510813745,Statistical,Naive,9.333333333333334,0.0,360.0,439.0434782608695,177.37356521739127,Origami Rose Incense/Candle
