Country,iso_year,iso_week,week_start,n_invoices,ATV,UPT,ASP,website_visitors,conversion_rate,footfall_aligned
All Countries,2011,30,2011-07-25,267,106.61258426966293,74.96629213483146,1.4221402877697842,9190,0.029053318824809576,True
All Countries,2011,31,2011-08-01,227,103.00242290748898,75.12334801762114,1.3711106550167125,6470,0.03508500772797527,True
All Countries,2011,32,2011-08-08,207,109.3651690821256,75.13526570048309,1.4555770590882788,5740,0.03606271777003484,True
All Countries,2011,33,2011-08-15,253,112.44126482213439,70.77865612648222,1.5886323783995084,6840,0.03698830409356725,True
All Countries,2011,34,2011-08-22,275,96.85236363636365,67.48363636363636,1.4351977583791358,7040,0.0390625,True
All Countries,2011,35,2011-08-30,206,84.58194174757283,57.78155339805825,1.4638225657397297,7570,0.027212681638044914,True
All Countries,2011,36,2011-09-05,303,93.31983498349835,64.81518151815182,1.4397835938693415,7100,0.04267605633802817,True
All Countries,2011,37,2011-09-12,292,123.09993150684932,72.89041095890411,1.6888357451606841,7850,0.03719745222929936,True
All Countries,2011,38,2011-09-19,377,144.37289124668436,77.56498673740053,1.8613152315163122,7160,0.0526536312849162,True
All Countries,2011,39,2011-09-26,356,92.25339887640449,59.247191011235955,1.5570932106959985,8170,0.043574051407588736,True
All Countries,2011,40,2011-10-03,384,131.86989583333335,76.23697916666667,1.729736635354398,7540,0.05092838196286472,True
All Countries,2011,41,2011-10-10,347,103.53112391930837,59.472622478386164,1.7408198866114264,7120,0.048735955056179774,True
All Countries,2011,42,2011-10-17,369,134.51073170731706,80.36585365853658,1.6737298937784522,6280,0.05875796178343949,True
All Countries,2011,43,2011-10-24,414,96.72082125603865,62.910628019323674,1.537432136686504,7290,0.056790123456790124,True
All Countries,2011,44,2011-10-31,431,108.11935034802785,62.63109048723898,1.726288804919612,6350,0.0678740157480315,True
All Countries,2011,45,2011-11-07,509,91.11412573673871,57.84282907662082,1.575201752598329,6470,0.07867078825347759,True
All Countries,2011,46,2011-11-14,547,92.39389396709323,58.424131627056674,1.5814337568058077,7620,0.07178477690288713,True
All Countries,2011,47,2011-11-21,471,91.68101910828025,50.92993630573248,1.8001400700350176,14470,0.03255010366275052,True
All Countries,2011,48,2011-11-28,497,83.6353722334004,49.87525150905432,1.6768912376956593,8620,0.05765661252900232,True
All Countries,2011,49,2011-12-05,408,150.62816176470588,92.04411764705883,1.636477871864515,8740,0.04668192219679634,True
Australia,2009,51,2009-12-18,1,16.5,10.0,1.65,,,True
Australia,2010,6,2010-02-14,1,25.0,20.0,1.25,,,True
Australia,2010,7,2010-02-21,1,50.400000000000006,24.0,2.1,,,True
Australia,2010,8,2010-02-22,1,59.550000000000004,21.0,2.835714285714286,,,True
Australia,2010,9,2010-03-04,1,119.4,38.0,3.142105263157895,,,True
Australia,2010,14,2010-04-08,1,72.7,62.0,1.1725806451612903,,,True
Australia,2010,18,2010-05-06,1,34.17,15.0,2.278,,,True
Australia,2010,20,2010-05-21,2,132.29999999999998,86.0,1.5383720930232556,,,True
Australia,2010,23,2010-06-09,1,209.64000000000001,132.0,1.5881818181818184,,,True
Australia,2010,25,2010-06-23,1,17.700000000000003,6.0,2.9500000000000006,,,True
Australia,2010,26,2010-06-30,1,437.3,209.0,2.0923444976076557,,,True
Australia,2010,28,2010-07-16,1,10.5,25.0,0.42,,,True
Australia,2010,33,2010-08-17,1,23.400000000000002,36.0,0.65,,,True
Australia,2010,38,2010-09-20,1,278.15,113.0,2.4615044247787607,,,True
Australia,2010,40,2010-10-07,1,80.25,33.0,2.4318181818181817,,,True
Australia,2010,41,2010-10-13,2,153.96499999999997,123.5,1.2466801619433197,,,True
Australia,2010,42,2010-10-21,1,36.9,18.0,2.05,,,True
Australia,2010,43,2010-10-26,2,49.724999999999994,16.5,3.0136363636363632,,,True
Australia,2010,44,2010-11-02,1,80.4,32.0,2.5125,,,True
Australia,2010,47,2010-11-22,2,57.845,30.5,1.8965573770491804,,,True
Australia,2010,48,2010-11-29,2,1108.185,770.5,1.4382673588578845,,,True
Australia,2010,49,2010-12-08,1,114.6,132.0,0.8681818181818182,,,True
Australia,2011,1,2011-01-06,1,816.84,972.0,0.8403703703703704,,,True
Australia,2011,2,2011-01-11,2,23.85,11.0,2.1681818181818184,,,True
Australia,2011,3,2011-01-17,2,81.55000000000001,31.0,2.6306451612903228,,,True
Australia,2011,4,2011-01-28,1,50.84,20.0,2.5420000000000003,,,True
Australia,2011,6,2011-02-07,1,29.700000000000003,6.0,4.95,,,True
Australia,2011,7,2011-02-15,1,1839.68,1208.0,1.5229139072847682,,,True
Australia,2011,8,2011-02-27,1,77.39999999999999,36.0,2.15,,,True
Australia,2011,9,2011-03-03,1,2509.04,2416.0,1.0385099337748345,,,True
Australia,2011,12,2011-03-24,1,27.0,4.0,6.75,,,True
Australia,2011,14,2011-04-08,1,29.85,15.0,1.99,,,True
Australia,2011,19,2011-05-12,1,20.4,24.0,0.85,,,True
Australia,2011,20,2011-05-17,1,3249.36,1700.0,1.9113882352941178,,,True
Australia,2011,21,2011-05-23,1,115.39999999999999,36.0,3.2055555555555553,,,True
Australia,2011,24,2011-06-15,1,3694.4100000000003,1853.0,1.993745277927685,,,True
Australia,2011,26,2011-06-30,1,27.299999999999997,18.0,1.5166666666666666,,,True
Australia,2011,28,2011-07-13,2,300.59000000000003,553.0,0.5435623869801085,,,True
Australia,2011,29,2011-07-19,3,74.79333333333334,33.0,2.2664646464646467,,,True
Australia,2011,33,2011-08-18,1,4173.84,3000.0,1.39128,,,True
Australia,2011,35,2011-09-01,1,25.919999999999998,72.0,0.36,,,True
Australia,2011,36,2011-09-05,1,20.8,10.0,2.08,,,True
Australia,2011,37,2011-09-16,1,170.16,124.0,1.372258064516129,,,True
Australia,2011,38,2011-09-25,1,135.48000000000002,168.0,0.8064285714285715,,,True
Australia,2011,39,2011-09-28,2,66.5,34.0,1.9558823529411764,,,True
Australia,2011,40,2011-10-05,2,1767.805,579.0,3.053203799654577,,,True
Australia,2011,46,2011-11-15,1,2842.82,1658.0,1.7146079613992764,,,True
Australia,2011,47,2011-11-24,1,26.36,44.0,0.5990909090909091,,,True
Austria,2009,50,2009-12-08,1,130.35,51.0,2.5558823529411763,,,True
Austria,2009,52,2009-12-22,1,92.03999999999999,44.0,2.091818181818182,,,True
Austria,2010,5,2010-02-04,1,46.25,19.0,2.4342105263157894,,,True
Austria,2010,6,2010-02-09,1,83.38,34.0,2.4523529411764704,,,True
Austria,2010,8,2010-02-22,1,34.0,34.0,1.0,,,True
Austria,2010,10,2010-03-08,1,50.4,48.0,1.05,,,True
Austria,2010,12,2010-03-25,3,25.126666666666665,17.333333333333332,1.4496153846153845,,,True
Austria,2010,17,2010-04-30,1,263.48,112.0,2.3525,,,True
Austria,2010,21,2010-05-25,1,86.1,98.0,0.8785714285714286,,,True
Austria,2010,23,2010-06-07,1,64.65,77.0,0.8396103896103897,,,True
Austria,2010,33,2010-08-20,1,162.89000000000001,91.0,1.7900000000000003,,,True
Austria,2010,35,2010-09-02,1,20.4,24.0,0.85,,,True
Austria,2010,37,2010-09-16,1,304.99,292.0,1.044486301369863,,,True
Austria,2010,41,2010-10-14,1,39.0,20.0,1.95,,,True
Austria,2010,44,2010-11-05,1,15.0,12.0,1.25,,,True
Austria,2010,45,2010-11-12,1,228.24,188.0,1.2140425531914893,,,True
Austria,2010,47,2010-11-26,1,104.13,63.0,1.6528571428571428,,,True
Austria,2010,48,2010-11-29,1,165.18,42.0,3.932857142857143,,,True
Austria,2010,50,2010-12-17,1,11.6,8.0,1.45,,,True
Austria,2011,5,2011-02-01,2,25.500000000000004,18.0,1.416666666666667,,,True
Austria,2011,9,2011-03-03,1,39.599999999999994,24.0,1.6499999999999997,,,True
Austria,2011,12,2011-03-23,1,448.6,388.0,1.1561855670103094,,,True
Austria,2011,17,2011-04-26,2,79.56,28.0,2.8414285714285716,,,True
Austria,2011,21,2011-05-23,1,37.0,20.0,1.85,,,True
Austria,2011,28,2011-07-12,1,180.58,38.0,4.752105263157895,,,True
Austria,2011,30,2011-07-28,1,116.03999999999999,110.0,1.0549090909090908,,,True
Austria,2011,32,2011-08-08,1,214.64,154.0,1.3937662337662338,,,True
Austria,2011,33,2011-08-19,1,81.24000000000001,50.0,1.6248000000000002,,,True
Austria,2011,42,2011-10-18,1,125.53,81.0,1.549753086419753,,,True
Austria,2011,45,2011-11-13,1,96.31,61.0,1.5788524590163935,,,True
Austria,2011,46,2011-11-14,1,112.83000000000001,75.0,1.5044000000000002,,,True
Bahrain,2010,20,2010-05-21,1,49.7,22.0,2.2590909090909093,,,True
Bahrain,2010,43,2010-10-27,1,12.600000000000001,6.0,2.1,,,True
Bahrain,2011,19,2011-05-09,1,45.4,8.0,5.675,,,True
Bahrain,2011,20,2011-05-19,1,31.5,10.0,3.15,,,True
Belgium,2009,49,2009-12-06,1,92.7,42.0,2.2071428571428573,,,True
Belgium,2010,1,2010-01-08,1,80.3,54.0,1.487037037037037,,,True
Belgium,2010,2,2010-01-15,1,157.44,72.0,2.1866666666666665,,,True
Belgium,2010,5,2010-02-07,1,56.7,26.0,2.180769230769231,,,True
Belgium,2010,7,2010-02-15,1,67.1,42.0,1.5976190476190475,,,True
Belgium,2010,9,2010-03-05,2,58.925000000000004,59.0,0.9987288135593221,,,True
Belgium,2010,13,2010-04-01,1,70.80000000000001,22.0,3.2181818181818187,,,True
Belgium,2010,15,2010-04-16,2,88.85,43.0,2.066279069767442,,,True
Belgium,2010,17,2010-04-28,1,137.08,52.0,2.6361538461538463,,,True
Belgium,2010,18,2010-05-09,1,17.700000000000003,6.0,2.9500000000000006,,,True
Belgium,2010,22,2010-06-03,1,48.3,42.0,1.15,,,True
Belgium,2010,24,2010-06-17,1,29.95,1.0,29.95,,,True
Belgium,2010,25,2010-06-23,1,29.8,12.0,2.4833333333333334,,,True
Belgium,2010,26,2010-06-29,2,110.72500000000001,42.5,2.605294117647059,,,True
Belgium,2010,27,2010-07-08,1,71.4,68.0,1.05,,,True
Belgium,2010,29,2010-07-19,3,35.56666666666666,23.333333333333332,1.5242857142857142,,,True
Belgium,2010,30,2010-07-29,1,6.3,15.0,0.42,,,True
Belgium,2010,31,2010-08-02,1,8.5,10.0,0.85,,,True
Belgium,2010,33,2010-08-22,1,54.6,12.0,4.55,,,True
Belgium,2010,35,2010-08-31,1,106.35,33.0,3.2227272727272727,,,True
Belgium,2010,36,2010-09-09,1,99.05,50.0,1.9809999999999999,,,True
Belgium,2010,37,2010-09-15,2,39.05,25.0,1.5619999999999998,,,True
Belgium,2010,38,2010-09-20,1,59.849999999999994,39.0,1.5346153846153845,,,True
Belgium,2010,40,2010-10-06,1,13.5,2.0,6.75,,,True
Belgium,2010,41,2010-10-13,2,56.324999999999996,27.5,2.048181818181818,,,True
Belgium,2010,43,2010-10-25,2,61.5,19.0,3.236842105263158,,,True
Belgium,2010,45,2010-11-10,1,102.84,114.0,0.9021052631578947,,,True
Belgium,2010,46,2010-11-17,4,68.22,56.5,1.207433628318584,,,True
Belgium,2010,47,2010-11-25,1,92.6,56.0,1.6535714285714285,,,True
Belgium,2010,48,2010-12-03,1,46.2,60.0,0.77,,,True
Belgium,2010,50,2010-12-17,2,14.879999999999999,20.0,0.744,,,True
Belgium,2010,51,2010-12-21,2,54.455,51.5,1.057378640776699,,,True
Belgium,2011,2,2011-01-12,1,36.599999999999994,28.0,1.307142857142857,,,True
Belgium,2011,3,2011-01-20,1,19.5,10.0,1.95,,,True
Belgium,2011,4,2011-01-25,1,25.5,2.0,12.75,,,True
Belgium,2011,6,2011-02-11,1,20.16,48.0,0.42,,,True
Belgium,2011,7,2011-02-17,2,106.125,51.5,2.0606796116504853,,,True
Belgium,2011,8,2011-02-21,1,49.29,63.0,0.7823809523809524,,,True
Belgium,2011,9,2011-03-01,2,106.735,27.5,3.8812727272727274,,,True
Belgium,2011,11,2011-03-14,2,43.29,19.0,2.278421052631579,,,True
Belgium,2011,12,2011-03-21,5,75.638,58.6,1.2907508532423209,,,True
Belgium,2011,14,2011-04-07,2,81.06,66.5,1.2189473684210526,,,True
Belgium,2011,15,2011-04-12,2,42.86,26.0,1.6484615384615384,,,True
Belgium,2011,16,2011-04-18,1,52.3,14.0,3.7357142857142853,,,True
Belgium,2011,17,2011-04-28,1,53.3,42.0,1.269047619047619,,,True
Belgium,2011,18,2011-05-05,2,75.8,34.0,2.2294117647058824,,,True
Belgium,2011,19,2011-05-10,2,25.740000000000002,38.0,0.6773684210526316,,,True
Belgium,2011,20,2011-05-17,1,22.68,18.0,1.26,,,True
Belgium,2011,21,2011-05-23,2,131.26,93.0,1.4113978494623656,,,True
Belgium,2011,22,2011-06-01,3,83.37,37.333333333333336,2.233125,,,True
Belgium,2011,23,2011-06-07,2,72.98,29.0,2.516551724137931,,,True
Belgium,2011,24,2011-06-17,2,161.64999999999998,85.0,1.9017647058823526,,,True
Belgium,2011,25,2011-06-22,2,70.05000000000001,31.0,2.2596774193548392,,,True
Belgium,2011,26,2011-06-30,1,15.299999999999999,6.0,2.55,,,True
Belgium,2011,27,2011-07-06,2,94.445,66.5,1.4202255639097743,,,True
Belgium,2011,30,2011-07-27,1,292.54,94.0,3.1121276595744685,,,True
Belgium,2011,31,2011-08-02,2,133.925,75.0,1.7856666666666667,,,True
Belgium,2011,32,2011-08-11,2,74.77499999999999,59.5,1.25672268907563,,,True
Belgium,2011,33,2011-08-19,1,77.95,69.0,1.1297101449275362,,,True
Belgium,2011,34,2011-08-25,2,72.25,34.0,2.125,,,True
Belgium,2011,35,2011-08-31,2,49.16,41.0,1.1990243902439024,,,True
Belgium,2011,36,2011-09-09,1,230.76,70.0,3.2965714285714283,,,True
Belgium,2011,38,2011-09-21,2,65.1,36.5,1.7835616438356163,,,True
Belgium,2011,39,2011-09-28,1,120.75,21.0,5.75,,,True
Belgium,2011,40,2011-10-04,1,30.0,16.0,1.875,,,True
Belgium,2011,41,2011-10-10,4,115.005,99.0,1.1616666666666666,,,True
Belgium,2011,42,2011-10-17,2,46.199999999999996,30.0,1.5399999999999998,,,True
Belgium,2011,43,2011-10-26,3,125.89666666666666,59.0,2.1338418079096044,,,True
Belgium,2011,44,2011-10-31,3,108.49666666666667,59.666666666666664,1.8183798882681566,,,True
Belgium,2011,45,2011-11-07,3,71.24666666666667,36.0,1.9790740740740742,,,True
Belgium,2011,46,2011-11-17,3,165.26000000000002,55.333333333333336,2.9866265060240966,,,True
Belgium,2011,47,2011-11-22,1,85.5,52.0,1.6442307692307692,,,True
Belgium,2011,48,2011-11-29,2,85.05,91.0,0.9346153846153846,,,True
Belgium,2011,49,2011-12-06,3,70.54,57.333333333333336,1.2303488372093023,,,True
Brazil,2010,38,2010-09-21,1,70.05,39.0,1.796153846153846,,,True
Brazil,2011,15,2011-04-15,1,191.28,84.0,2.277142857142857,,,True
Canada,2010,43,2010-10-26,1,178.43,95.0,1.8782105263157896,,,True
Canada,2010,45,2010-11-08,1,82.1,46.0,1.784782608695652,,,True
Canada,2011,11,2011-03-14,1,9.899999999999999,6.0,1.6499999999999997,,,True
Canada,2011,25,2011-06-20,1,256.96,133.0,1.9320300751879698,,,True
Canada,2011,28,2011-07-11,1,270.25,257.0,1.051556420233463,,,True
Canada,2011,34,2011-08-25,1,10.0,8.0,1.25,,,True
Channel Islands,2009,49,2009-12-04,1,47.4,35.0,1.3542857142857143,,,True
Channel Islands,2010,3,2010-01-18,1,76.69999999999999,14.0,5.478571428571428,,,True
Channel Islands,2010,13,2010-03-30,1,164.88,216.0,0.7633333333333333,,,True
Channel Islands,2010,15,2010-04-12,1,95.46000000000001,36.0,2.651666666666667,,,True
Channel Islands,2010,18,2010-05-05,2,101.265,42.5,2.382705882352941,,,True
Channel Islands,2010,20,2010-05-19,1,100.20000000000002,28.0,3.578571428571429,,,True
Channel Islands,2010,21,2010-05-25,3,240.5566666666667,139.66666666666666,1.7223627684964204,,,True
Channel Islands,2010,25,2010-06-24,1,92.5,50.0,1.85,,,True
Channel Islands,2010,34,2010-08-26,1,203.83,61.0,3.341475409836066,,,True
Channel Islands,2010,36,2010-09-06,1,45.599999999999994,16.0,2.8499999999999996,,,True
Channel Islands,2010,38,2010-09-21,4,167.345,92.0,1.8189673913043478,,,True
Channel Islands,2010,39,2010-09-30,2,135.45,84.5,1.6029585798816566,,,True
Channel Islands,2010,42,2010-10-18,2,263.2,143.5,1.8341463414634145,,,True
Channel Islands,2010,45,2010-11-14,1,186.3,98.0,1.9010204081632653,,,True
Channel Islands,2010,46,2010-11-19,1,61.8,28.0,2.207142857142857,,,True
Channel Islands,2010,47,2010-11-26,1,116.8,95.0,1.2294736842105263,,,True
Channel Islands,2010,49,2010-12-09,1,17.9,2.0,8.95,,,True
Channel Islands,2011,4,2011-01-27,1,194.6,98.0,1.9857142857142858,,,True
Channel Islands,2011,7,2011-02-15,1,444.55,455.0,0.977032967032967,,,True
Channel Islands,2011,9,2011-03-02,1,179.4,108.0,1.6611111111111112,,,True
Channel Islands,2011,10,2011-03-09,2,218.24,169.0,1.2913609467455622,,,True
Channel Islands,2011,15,2011-04-13,1,49.900000000000006,22.0,2.2681818181818185,,,True
Channel Islands,2011,20,2011-05-19,1,223.7,26.0,8.603846153846153,,,True
Channel Islands,2011,24,2011-06-17,1,257.4,128.0,2.0109375,,,True
Channel Islands,2011,31,2011-08-01,1,81.36,24.0,3.39,,,True
Channel Islands,2011,34,2011-08-23,3,104.71999999999998,48.333333333333336,2.166620689655172,,,True
Channel Islands,2011,38,2011-09-19,1,92.5,64.0,1.4453125,,,True
Channel Islands,2011,39,2011-09-26,1,30.300000000000004,12.0,2.5250000000000004,,,True
Channel Islands,2011,40,2011-10-05,2,186.63,138.0,1.352391304347826,,,True
Channel Islands,2011,41,2011-10-14,1,170.88,48.0,3.56,,,True
Channel Islands,2011,44,2011-11-06,1,257.71,133.0,1.9376691729323308,,,True
Channel Islands,2011,46,2011-11-17,1,56.75,21.0,2.7023809523809526,,,True
Channel Islands,2011,49,2011-12-05,1,17.700000000000003,6.0,2.9500000000000006,,,True
Cyprus,2009,49,2009-12-05,1,118.64999999999999,41.0,2.89390243902439,,,True
